Did_Poke1_Win,Hp_diff,Attack_diff,Defense_diff,Sp_Attack_diff,Sp_Defense_diff,Speed_diff
0,-30,5,-71,-60,14,-5
1,0,35,-50,-39,21,40
0,-25,5,-85,-69,-9,10
0,-10,26,-55,-50,30,37
0,-35,1,-80,-75,-5,12
1,18,25,-40,-30,30,41
0,-2,5,-60,-50,10,11
0,-25,-10,-75,-65,-5,-4
0,0,35,-75,-55,40,15
0,-20,-30,-65,-75,-15,-25
0,-25,-20,-85,-80,-20,-10
0,-5,-10,-65,-10,40,10
0,-15,-35,-60,-75,-15,-30
0,-20,-25,-80,-80,-20,-15
1,14,28,-15,-15,65,18
0,-6,8,-35,-35,40,-2
0,-21,-7,-50,-50,24,-17
1,13,29,-37,9,45,40
0,-7,9,-57,-20,25,20
0,-26,-3,-72,-40,10,5
1,15,27,-32,0,60,20
0,-5,7,-52,-20,40,0
0,-20,-6,-66,-35,25,-15
1,-150,95,95,65,-5,50
1,-144,105,85,119,-15,80
1,-159,129,90,65,-5,30
0,-189,79,60,35,-35,20
0,-209,59,40,15,-55,0
1,-160,95,85,90,-20,40
1,-160,85,80,90,-15,50
1,-160,80,95,60,20,35
1,-90,105,60,30,5,-20
1,-170,100,60,25,-30,80
1,-190,110,100,30,-35,30
0,-220,75,85,20,-60,5
1,-180,55,120,80,-35,5
0,-215,35,95,55,-50,-15
0,-185,55,65,50,-30,-10
1,-185,125,55,60,5,15
1,-185,60,55,75,-10,80
1,-120,60,55,75,-10,15
0,-195,50,45,10,-40,5
0,-202,43,43,13,-57,-2
1,-120,80,75,50,-10,10
1,-155,120,74,25,-5,31
0,-230,5,50,-20,-85,30
1,-175,95,90,5,-35,60
1,-185,120,95,20,-35,35
1,-185,90,52,65,-20,43
1,-185,78,52,60,-20,55
1,-185,45,30,80,-10,45
1,-180,105,75,20,-25,55
1,-210,40,60,65,15,40
1,-190,70,80,65,-20,65
0,-220,40,50,35,-50,35
0,-170,87,60,30,-25,18
0,-205,62,55,0,-55,13
0,-195,60,90,60,-60,35
0,-220,35,65,35,-80,10
1,-145,90,75,5,-25,40
0,-185,50,110,65,-65,10
1,-145,125,115,10,-60,-10
0,-170,80,90,-5,-75,-25
1,-185,85,115,50,-35,10
0,-210,60,90,25,-60,-15
0,-160,50,70,25,-30,-20
1,-200,100,74,0,5,26
1,-200,115,48,0,5,37
0,-190,75,105,15,-25,-5
0,-200,45,90,5,-55,-15
1,-155,90,80,90,-30,5
0,-190,35,75,25,-60,-10
1,-190,45,65,45,-25,100
0,-210,25,45,20,-50,50
1,-195,125,110,15,-55,25
0,-220,100,85,-10,-80,0
1,-165,68,65,38,10,17
0,-190,43,40,8,-15,-8
0,-215,40,155,-5,-60,20
1,-190,60,55,95,-30,60
0,-205,45,40,80,-50,45
0,-220,30,25,65,-70,30
1,-200,90,175,50,-60,20
0,-220,60,95,10,-80,-10
1,-145,100,70,30,-5,0
0,-170,75,45,5,-55,-25
1,-160,65,75,35,-10,20
0,-185,40,50,10,-35,-5
1,-190,105,65,25,-45,60
0,-215,80,40,0,-70,25
0,-198,85,50,23,-43,10
1,-200,55,90,85,-35,20
0,-225,30,65,60,-50,-5
1,-155,70,105,65,-25,-20
0,-160,60,60,5,-65,-35
1,-185,95,65,45,-25,55
0,-200,80,50,30,-40,40
1,-170,115,125,20,-40,-5
0,-195,90,110,10,-60,-15
0,-210,75,95,-5,-75,-30
1,-170,65,60,45,15,50
0,-210,35,30,15,-5,20
1,-170,100,60,65,-35,20
0,-185,85,45,50,-60,5
0,-200,70,30,35,-75,-10
1,-160,125,75,30,-20,5
0,-170,95,65,15,-45,-5
0,-180,75,45,0,-70,-15
1,-195,45,40,100,-10,70
0,-210,30,25,85,-35,55
0,-225,15,10,70,-50,40
1,-160,90,90,35,-15,20
0,-185,60,60,15,-55,40
0,-210,45,35,5,-65,40
1,-160,105,75,65,-25,45
0,-195,65,40,35,-55,10
1,-185,100,55,25,-35,45
0,-210,75,30,0,-60,20
1,-170,77,73,60,-25,35
0,-200,47,43,30,-55,5
0,-185,65,55,30,-40,65
0,-210,40,30,5,-65,40
0,-215,95,45,15,-35,70
0,-240,50,20,0,-60,45
0,-180,60,55,55,-30,40
0,-190,50,45,5,-50,-5
0,-190,90,75,25,-25,-20
0,-215,65,50,10,-50,-25
1,-175,75,80,75,-15,0
0,-190,60,65,50,-30,-10
0,-205,45,50,40,-40,-20
1,-175,75,65,30,-30,40
0,-210,40,30,-5,-65,5
0,-110,65,40,50,-55,-5
0,-135,40,15,10,-80,-30
1,-177,71,70,46,-5,50
0,-212,36,35,15,-40,15
1,-155,65,68,60,-15,10
0,-180,40,43,25,-40,-15
1,-169,97,72,50,-30,35
0,-189,67,52,20,-50,15
0,-204,52,35,5,-65,0
1,-160,87,82,40,-20,26
0,-180,57,62,20,-50,6
0,-195,42,47,5,-65,-9
0,-175,95,105,10,-50,15
0,-200,70,80,-15,-75,-10
1,-190,85,50,55,-25,60
0,-215,50,35,15,-55,40
0,-190,90,64,30,-26,30
0,-215,55,39,5,-51,5
0,-185,85,60,26,-44,50
0,-210,55,25,-4,-74,20
0,-195,76,55,15,-35,47
0,-220,51,30,-10,-70,22
1,-167,75,70,35,-35,51
0,-187,55,50,15,-55,21
0,-210,40,35,0,-70,6
0,-185,85,35,10,-25,25
0,-205,20,45,-10,-80,-15
0,-210,30,25,-15,-85,0
0,-190,40,45,55,-25,20
0,-200,15,50,-10,-80,-20
0,-205,25,30,-15,-85,-5
1,-171,78,95,50,0,28
0,-191,58,75,30,-25,8
0,-206,43,60,15,-41,-7
1,-172,79,73,74,-20,50
0,-192,59,53,45,-40,30
0,-211,47,38,25,-55,15
1,-170,77,78,65,-5,30
0,-190,57,58,45,-25,10
0,-205,44,44,30,-40,-5
1,-5,-30,-20,55,55,60
1,1,-20,-30,109,45,90
1,-14,4,-25,55,55,40
0,-44,-46,-55,25,25,30
0,-64,-66,-75,5,5,10
1,-15,-30,-30,80,40,50
1,-15,-40,-35,80,45,60
1,-15,-45,-20,50,80,45
1,55,-20,-55,20,65,-10
1,-25,-25,-55,15,30,90
1,-45,-15,-15,20,25,40
0,-75,-50,-30,10,0,15
1,-35,-70,5,70,25,15
0,-70,-90,-20,45,10,-5
0,-40,-70,-50,40,30,0
1,-40,0,-60,50,65,25
1,-40,-65,-60,65,50,90
1,25,-65,-60,65,50,25
0,-50,-75,-70,0,20,15
0,-57,-82,-72,3,3,8
1,25,-45,-40,40,50,20
1,-10,-5,-41,15,55,41
0,-85,-120,-65,-30,-25,40
1,-30,-30,-25,-5,25,70
1,-40,-5,-20,10,25,45
1,-40,-35,-63,55,40,53
1,-40,-47,-63,50,40,65
0,-40,-80,-85,70,50,55
1,-35,-20,-40,10,35,65
0,-65,-85,-55,55,75,50
1,-45,-55,-35,55,40,75
0,-75,-85,-65,25,10,45
0,-25,-38,-55,20,35,28
0,-60,-63,-60,-10,5,23
0,-50,-65,-25,50,0,45
0,-75,-90,-50,25,-20,20
1,0,-35,-40,-5,35,50
0,-40,-75,-5,55,-5,20
0,145,-125,-115,-10,60,10
0,-25,-45,-25,-15,-15,-15
1,-40,-40,0,40,25,20
0,-65,-65,-25,15,0,-5
0,-15,-75,-45,15,30,-10
0,-55,-25,-41,-10,65,36
0,-55,-10,-67,-10,65,47
0,-45,-50,-10,5,35,5
0,-55,-80,-25,-5,5,-5
1,-10,-35,-35,80,30,15
0,-45,-90,-40,15,0,0
1,-45,-80,-50,35,35,110
0,-65,-100,-70,10,10,60
0,-50,0,-5,5,5,35
0,-75,-25,-30,-20,-20,10
0,-20,-57,-50,28,70,27
0,-45,-82,-75,-2,45,2
0,-70,-85,40,-15,0,30
1,-45,-65,-60,85,30,70
0,-60,-80,-75,70,10,55
0,-75,-95,-90,55,-10,40
1,-55,-35,60,40,0,30
0,-75,-65,-20,0,-20,0
1,0,-25,-45,20,55,10
0,-25,-50,-70,-5,5,-15
0,-15,-60,-40,25,50,30
0,-40,-85,-65,0,25,5
0,-45,-20,-50,15,15,70
0,-70,-45,-75,-10,-10,35
0,-53,-40,-65,13,17,20
0,-55,-70,-25,75,25,30
0,-80,-95,-50,50,10,5
1,-10,-55,-10,55,35,-10
0,-15,-65,-55,-5,-5,-25
1,-40,-30,-50,35,35,65
0,-55,-45,-65,20,20,50
1,-25,-10,10,10,20,5
0,-50,-35,-5,0,0,-5
0,-65,-50,-20,-15,-15,-20
1,-25,-60,-55,35,75,60
0,-65,-90,-85,5,55,30
1,-25,-25,-55,55,25,30
0,-40,-40,-70,40,0,15
0,-55,-55,-85,25,-15,0
1,-15,0,-40,20,40,15
0,-25,-30,-50,5,15,5
0,-35,-50,-70,-10,-10,-5
1,-50,-80,-75,90,50,80
0,-65,-95,-90,75,25,65
0,-80,-110,-105,60,10,50
1,-15,-35,-25,25,45,30
0,-40,-65,-55,5,5,50
0,-65,-80,-80,-5,-5,50
1,-15,-20,-40,55,35,55
0,-50,-60,-75,25,5,20
0,-40,-25,-60,15,25,55
0,-65,-50,-85,-10,0,30
1,-25,-48,-42,50,35,45
0,-55,-78,-72,20,5,15
0,-40,-60,-60,20,20,75
0,-65,-85,-85,-5,-5,50
0,-70,-30,-70,5,25,80
0,-95,-75,-95,-10,0,55
0,-35,-65,-60,45,30,50
0,-45,-75,-70,-5,10,5
0,-45,-35,-40,15,35,-10
0,-70,-60,-65,0,10,-15
1,-30,-50,-35,65,45,10
0,-45,-65,-50,40,30,0
0,-60,-80,-65,30,20,-10
0,-30,-50,-50,20,30,50
0,-65,-85,-85,-15,-5,15
0,35,-60,-75,40,5,5
0,10,-85,-100,0,-20,-20
1,-32,-54,-45,36,55,60
0,-67,-89,-80,5,20,25
0,-10,-60,-47,50,45,20
0,-35,-85,-72,15,20,-5
1,-24,-28,-43,40,30,45
0,-44,-58,-63,10,10,25
0,-59,-73,-80,-5,-5,10
1,-15,-38,-33,30,40,36
0,-35,-68,-53,10,10,16
0,-50,-83,-68,-5,-5,1
0,-30,-30,-10,0,10,25
0,-55,-55,-35,-25,-15,0
0,-45,-40,-65,45,35,70
0,-70,-75,-80,5,5,50
0,-45,-35,-51,20,34,40
0,-70,-70,-76,-5,9,15
0,-40,-40,-55,16,16,60
0,-65,-70,-90,-14,-14,30
0,-50,-49,-60,5,25,57
0,-75,-74,-85,-20,-10,32
0,-22,-50,-45,25,25,61
0,-42,-70,-65,5,5,31
0,-65,-85,-80,-10,-10,16
0,-40,-40,-80,0,35,35
0,-60,-105,-70,-20,-20,-5
0,-65,-95,-90,-25,-25,10
0,-45,-85,-70,45,35,30
0,-55,-110,-65,-20,-20,-10
0,-60,-100,-85,-25,-25,5
1,-26,-47,-20,40,60,38
0,-46,-67,-40,20,35,18
0,-61,-82,-55,5,19,3
1,-27,-46,-42,64,40,60
0,-47,-66,-62,35,20,40
0,-66,-78,-77,15,5,25
1,-25,-48,-37,55,55,40
0,-45,-68,-57,35,35,20
0,-60,-81,-71,20,20,5
1,20,15,5,70,70,75
1,26,25,-5,124,60,105
1,11,49,0,70,70,55
1,-19,-1,-30,40,40,45
0,-39,-21,-50,20,20,25
1,10,15,-5,95,55,65
1,10,5,-10,95,60,75
1,10,0,5,65,95,60
1,80,25,-30,35,80,5
1,0,20,-30,30,45,105
1,-20,30,10,35,40,55
1,-50,-5,-5,25,15,30
1,-10,-25,30,85,40,30
1,-45,-45,5,60,25,10
1,-15,-25,-25,55,45,15
1,-15,45,-35,65,80,40
1,-15,-20,-35,80,65,105
1,50,-20,-35,80,65,40
0,-25,-30,-45,15,35,30
0,-32,-37,-47,18,18,23
1,50,0,-15,55,65,35
1,15,40,-16,30,70,56
0,-60,-75,-40,-15,-10,55
1,-5,15,0,10,40,85
1,-15,40,5,25,40,60
1,-15,10,-38,70,55,68
1,-15,-2,-38,65,55,80
1,-15,-35,-60,85,65,70
1,-10,25,-15,25,50,80
1,-40,-40,-30,70,90,65
1,-20,-10,-10,70,55,90
0,-50,-40,-40,40,25,60
1,0,7,-30,35,50,43
0,-35,-18,-35,5,20,38
1,-25,-20,0,65,15,60
0,-50,-45,-25,40,-5,35
1,25,10,-15,10,50,65
1,-15,-30,20,70,10,35
1,170,-80,-90,5,75,25
1,25,45,25,15,15,15
1,-15,5,25,55,40,35
0,-40,-20,0,30,15,10
1,10,-30,-20,30,45,5
1,-30,20,-16,5,80,51
1,-30,35,-42,5,80,62
1,-20,-5,15,20,50,20
0,-30,-35,0,10,20,10
1,15,10,-10,95,45,30
0,-20,-45,-15,30,15,15
1,-20,-35,-25,50,50,125
0,-40,-55,-45,25,25,75
1,-25,45,20,20,20,50
0,-50,20,-5,-5,-5,25
1,5,-12,-25,43,85,42
0,-20,-37,-50,13,60,17
1,-45,-40,65,0,15,45
1,-20,-20,-35,100,45,85
1,-35,-35,-50,85,25,70
0,-50,-50,-65,70,5,55
1,-30,10,85,55,15,45
0,-50,-20,5,15,-5,15
1,25,20,-20,35,70,25
0,0,-5,-45,10,20,0
1,10,-15,-15,40,65,45
0,-15,-40,-40,15,40,20
1,-20,25,-25,30,30,85
0,-45,0,-50,5,5,50
1,-28,5,-40,28,32,35
1,-30,-25,0,90,40,45
0,-55,-50,-25,65,25,20
1,15,-10,15,70,50,5
0,10,-20,-30,10,10,-10
1,-15,15,-25,50,50,80
1,-30,0,-40,35,35,65
1,0,35,35,25,35,20
1,-25,10,20,15,15,10
0,-40,-5,5,0,0,-5
1,0,-15,-30,50,90,75
0,-40,-45,-60,20,70,45
1,0,20,-30,70,40,45
1,-15,5,-45,55,15,30
0,-30,-10,-60,40,0,15
1,10,45,-15,35,55,30
1,0,15,-25,20,30,20
0,-10,-5,-45,5,5,10
1,-25,-35,-50,105,65,95
1,-40,-50,-65,90,40,80
0,-55,-65,-80,75,25,65
1,10,10,0,40,60,45
1,-15,-20,-30,20,20,65
0,-40,-35,-55,10,10,65
1,10,25,-15,70,50,70
1,-25,-15,-50,40,20,35
1,-15,20,-35,30,40,70
0,-40,-5,-60,5,15,45
1,0,-3,-17,65,50,60
0,-30,-33,-47,35,20,30
1,-15,-15,-35,35,35,90
0,-40,-40,-60,10,10,65
1,-45,15,-45,20,40,95
0,-70,-30,-70,5,15,70
1,-10,-20,-35,60,45,65
0,-20,-30,-45,10,25,20
1,-20,10,-15,30,50,5
0,-45,-15,-40,15,25,0
1,-5,-5,-10,80,60,25
1,-20,-20,-25,55,45,15
0,-35,-35,-40,45,35,5
1,-5,-5,-25,35,45,65
0,-40,-40,-60,0,10,30
1,60,-15,-50,55,20,20
0,35,-40,-75,15,-5,-5
1,-7,-9,-20,51,70,75
0,-42,-44,-55,20,35,40
1,15,-15,-22,65,60,35
0,-10,-40,-47,30,35,10
1,1,17,-18,55,45,60
1,-19,-13,-38,25,25,40
0,-34,-28,-55,10,10,25
1,10,7,-8,45,55,51
1,-10,-23,-28,25,25,31
0,-25,-38,-43,10,10,16
1,-5,15,15,15,25,40
0,-30,-10,-10,-10,0,15
1,-20,5,-40,60,50,85
0,-45,-30,-55,20,20,65
1,-20,10,-26,35,49,55
0,-45,-25,-51,10,24,30
1,-15,5,-30,31,31,75
0,-40,-25,-65,1,1,45
1,-25,-4,-35,20,40,72
0,-50,-29,-60,-5,5,47
1,3,-5,-20,40,40,76
1,-17,-25,-40,20,20,46
0,-40,-40,-55,5,5,31
1,-15,5,-55,15,50,50
0,-35,-60,-45,-5,-5,10
0,-40,-50,-65,-10,-10,25
1,-20,-40,-45,60,50,45
0,-30,-65,-40,-5,-5,5
0,-35,-55,-60,-10,-10,20
1,-1,-2,5,55,75,53
1,-21,-22,-15,35,50,33
0,-36,-37,-30,20,34,18
1,-2,-1,-17,79,55,75
1,-22,-21,-37,50,35,55
0,-41,-33,-52,30,20,40
1,0,-3,-12,70,70,55
1,-20,-23,-32,50,50,35
0,-35,-36,-46,35,35,20
1,35,10,-20,15,30,40
1,41,20,-30,69,20,70
1,26,44,-25,15,30,20
0,-4,-6,-55,-15,0,10
0,-24,-26,-75,-35,-20,-10
1,25,10,-30,40,15,30
1,25,0,-35,40,20,40
1,25,-5,-20,10,55,25
1,95,20,-55,-20,40,-30
1,15,15,-55,-25,5,70
1,-5,25,-15,-20,0,20
0,-35,-10,-30,-30,-25,-5
1,5,-30,5,30,0,-5
0,-30,-50,-20,5,-15,-25
0,0,-30,-50,0,5,-20
1,0,40,-60,10,40,5
1,0,-25,-60,25,25,70
1,65,-25,-60,25,25,5
0,-10,-35,-70,-40,-5,-5
0,-17,-42,-72,-37,-22,-12
1,65,-5,-40,0,25,0
1,30,35,-41,-25,30,21
0,-45,-80,-65,-70,-50,20
0,10,10,-25,-45,0,50
1,0,35,-20,-30,0,25
1,0,5,-63,15,15,33
0,0,-7,-63,10,15,45
0,0,-40,-85,30,25,35
1,5,20,-40,-30,10,45
0,-25,-45,-55,15,50,30
1,-5,-15,-35,15,15,55
0,-35,-45,-65,-15,-15,25
0,15,2,-55,-20,10,8
0,-20,-23,-60,-50,-20,3
0,-10,-25,-25,10,-25,25
0,-35,-50,-50,-15,-45,0
0,40,5,-40,-45,10,30
0,0,-35,-5,15,-30,0
0,185,-85,-115,-50,35,-10
0,40,40,0,-40,-25,-20
0,15,-5,-25,-55,-40,-35
0,-25,-25,-25,-25,-25,-25
0,25,-35,-45,-25,5,-30
0,-15,15,-41,-50,40,16
0,-15,30,-67,-50,40,27
0,-5,-10,-10,-35,10,-15
0,-15,-40,-25,-45,-20,-25
1,30,5,-35,40,5,-5
0,-5,-50,-40,-25,-25,-20
0,-5,-40,-50,-5,10,90
0,-25,-60,-70,-30,-15,40
0,-10,40,-5,-35,-20,15
0,-35,15,-30,-60,-45,-10
0,20,-17,-50,-12,45,7
0,-5,-42,-75,-42,20,-18
0,-30,-45,40,-55,-25,10
1,-5,-25,-60,45,5,50
0,-20,-40,-75,30,-15,35
0,-35,-55,-90,15,-35,20
1,-15,5,60,0,-25,10
0,-35,-25,-20,-40,-45,-20
1,40,15,-45,-20,30,-10
0,15,-10,-70,-45,-20,-35
0,25,-20,-40,-15,25,10
0,0,-45,-65,-40,0,-15
0,-5,20,-50,-25,-10,50
0,-30,-5,-75,-50,-35,15
0,-13,0,-65,-27,-8,0
0,-15,-30,-25,35,0,10
0,-40,-55,-50,10,-15,-15
0,30,-15,-10,15,10,-30
0,25,-25,-55,-45,-30,-45
1,0,10,-50,-5,10,45
0,-15,-5,-65,-20,-5,30
1,15,30,10,-30,-5,-15
0,-10,5,-5,-40,-25,-25
0,-25,-10,-20,-55,-40,-40
1,15,-20,-55,-5,50,40
0,-25,-50,-85,-35,30,10
0,15,15,-55,15,0,10
0,0,0,-70,0,-25,-5
0,-15,-15,-85,-15,-40,-20
1,25,40,-40,-20,15,-5
0,15,10,-50,-35,-10,-15
0,5,-10,-70,-50,-35,-25
1,-10,-40,-75,50,25,60
0,-25,-55,-90,35,0,45
0,-40,-70,-105,20,-15,30
1,25,5,-25,-15,20,10
0,0,-25,-55,-35,-20,30
0,-25,-40,-80,-45,-30,30
1,25,20,-40,15,10,35
0,-10,-20,-75,-15,-20,0
0,0,15,-60,-25,0,35
0,-25,-10,-85,-50,-25,10
1,15,-8,-42,10,10,25
0,-15,-38,-72,-20,-20,-5
0,0,-20,-60,-20,-5,55
0,-25,-45,-85,-45,-30,30
0,-30,10,-70,-35,0,60
0,-55,-35,-95,-50,-25,35
0,5,-25,-60,5,5,30
0,-5,-35,-70,-45,-15,-15
0,-5,5,-40,-25,10,-30
0,-30,-20,-65,-40,-15,-35
0,10,-10,-35,25,20,-10
0,-5,-25,-50,0,5,-20
0,-20,-40,-65,-10,-5,-30
0,10,-10,-50,-20,5,30
0,-25,-45,-85,-55,-30,-5
0,75,-20,-75,0,-20,-15
0,50,-45,-100,-40,-45,-40
1,8,-14,-45,-4,30,40
0,-27,-49,-80,-35,-5,5
0,30,-20,-47,10,20,0
0,5,-45,-72,-25,-5,-25
1,16,12,-43,0,5,25
0,-4,-18,-63,-30,-15,5
0,-19,-33,-80,-45,-30,-10
1,25,2,-33,-10,15,16
0,5,-28,-53,-30,-15,-4
0,-10,-43,-68,-45,-30,-19
0,10,10,-10,-40,-15,5
0,-15,-15,-35,-65,-40,-20
0,-5,0,-65,5,10,50
0,-30,-35,-80,-35,-20,30
0,-5,5,-51,-20,9,20
0,-30,-30,-76,-45,-16,-5
0,0,0,-55,-24,-9,40
0,-25,-30,-90,-54,-39,10
0,-10,-9,-60,-35,0,37
0,-35,-34,-85,-60,-35,12
0,18,-10,-45,-15,0,41
0,-2,-30,-65,-35,-20,11
0,-25,-45,-80,-50,-35,-4
0,0,0,-80,-40,10,15
0,-20,-65,-70,-60,-45,-25
0,-25,-55,-90,-65,-50,-10
0,-5,-45,-70,5,10,10
0,-15,-70,-65,-60,-45,-30
0,-20,-60,-85,-65,-50,-15
1,14,-7,-20,0,35,18
0,-6,-27,-40,-20,10,-2
0,-21,-42,-55,-35,-6,-17
1,13,-6,-42,24,15,40
0,-7,-26,-62,-5,-5,20
0,-26,-38,-77,-25,-20,5
1,15,-8,-37,15,30,20
0,-5,-28,-57,-5,10,0
0,-20,-41,-71,-20,-5,-15
1,60,35,5,40,55,65
1,66,45,-5,94,45,95
1,51,69,0,40,55,45
1,21,19,-30,10,25,35
0,1,-1,-50,-10,5,15
1,50,35,-5,65,40,55
1,50,25,-10,65,45,65
1,50,20,5,35,80,50
1,120,45,-30,5,65,-5
1,40,40,-30,0,30,95
1,20,50,10,5,25,45
1,-10,15,-5,-5,0,20
1,30,-5,30,55,25,20
1,-5,-25,5,30,10,0
1,25,-5,-25,25,30,5
1,25,65,-35,35,65,30
1,25,0,-35,50,50,95
1,90,0,-35,50,50,30
0,15,-10,-45,-15,20,20
0,8,-17,-47,-12,3,13
1,90,20,-15,25,50,25
1,55,60,-16,0,55,46
0,-20,-55,-40,-45,-25,45
1,35,35,0,-20,25,75
1,25,60,5,-5,25,50
1,25,30,-38,40,40,58
1,25,18,-38,35,40,70
1,25,-15,-60,55,50,60
1,30,45,-15,-5,35,70
1,0,-20,-30,40,75,55
1,20,10,-10,40,40,80
0,-10,-20,-40,10,10,50
1,40,27,-30,5,35,33
0,5,2,-35,-25,5,28
1,15,0,0,35,0,50
0,-10,-25,-25,10,-20,25
1,65,30,-15,-20,35,55
1,25,-10,20,40,-5,25
1,210,-60,-90,-25,60,15
1,65,65,25,-15,0,5
1,40,20,0,-30,-15,-10
1,25,25,25,25,25,25
1,50,-10,-20,0,30,-5
1,10,40,-16,-25,65,41
1,10,55,-42,-25,65,52
1,20,15,15,-10,35,10
0,10,-15,0,-20,5,0
1,55,30,-10,65,30,20
0,20,-25,-15,0,0,5
1,20,-15,-25,20,35,115
0,0,-35,-45,-5,10,65
1,15,65,20,-10,5,40
0,-10,40,-5,-35,-20,15
1,45,8,-25,13,70,32
0,20,-17,-50,-17,45,7
1,-5,-20,65,-30,0,35
1,20,0,-35,70,30,75
1,5,-15,-50,55,10,60
0,-10,-30,-65,40,-10,45
1,10,30,85,25,0,35
0,-10,0,5,-15,-20,5
1,65,40,-20,5,55,15
0,40,15,-45,-20,5,-10
1,50,5,-15,10,50,35
0,25,-20,-40,-15,25,10
1,20,45,-25,0,15,75
0,-5,20,-50,-25,-10,40
1,12,25,-40,-2,17,25
1,10,-5,0,60,25,35
0,-15,-30,-25,35,10,10
1,55,10,15,40,35,-5
0,50,0,-30,-20,-5,-20
1,25,35,-25,20,35,70
1,10,20,-40,5,20,55
1,40,55,35,-5,20,10
1,15,30,20,-15,0,0
0,0,15,5,-30,-15,-15
1,40,5,-30,20,75,65
0,0,-25,-60,-10,55,35
1,40,40,-30,40,25,35
1,25,25,-45,25,0,20
0,10,10,-60,10,-15,5
1,50,65,-15,5,40,20
1,40,35,-25,-10,15,10
0,30,15,-45,-25,-10,0
1,15,-15,-50,75,50,85
1,0,-30,-65,60,25,70
0,-15,-45,-80,45,10,55
1,50,30,0,10,45,35
1,25,0,-30,-10,5,55
0,0,-15,-55,-20,-5,55
1,50,45,-15,40,35,60
1,15,5,-50,10,5,25
1,25,40,-35,0,25,60
0,0,15,-60,-25,0,35
1,40,17,-17,35,35,50
0,10,-13,-47,5,5,20
1,25,5,-35,5,20,80
0,0,-20,-60,-20,-5,55
1,-5,35,-45,-10,25,85
0,-30,-10,-70,-25,0,60
1,30,0,-35,30,30,55
0,20,-10,-45,-20,10,10
1,20,30,-15,0,35,-5
0,-5,5,-40,-15,10,-10
1,35,15,-10,50,45,15
1,20,0,-25,25,30,5
0,5,-15,-40,15,20,-5
1,35,15,-25,5,30,55
0,0,-20,-60,-30,-5,20
1,100,5,-50,25,5,10
0,75,-20,-75,-15,-20,-15
1,33,11,-20,21,55,65
0,-2,-24,-55,-10,20,30
1,55,5,-22,35,45,25
0,30,-20,-47,0,20,0
1,41,37,-18,25,30,50
1,21,7,-38,-5,10,30
0,6,-8,-55,-20,-5,15
1,50,27,-8,15,40,41
1,30,-3,-28,-5,10,21
0,15,-18,-43,-20,-5,6
1,35,35,15,-15,10,30
0,10,10,-10,-40,-15,5
1,20,25,-40,30,35,75
0,-5,-10,-55,-10,5,55
1,20,30,-26,5,34,45
0,-5,-5,-51,-20,9,20
1,25,25,-30,1,16,65
0,0,-5,-65,-29,-14,35
1,15,16,-35,-10,25,62
0,-10,-9,-60,-35,-10,37
1,43,15,-20,10,25,66
1,23,-5,-40,-10,5,36
0,0,-20,-55,-25,-10,21
1,25,25,-55,-15,35,40
0,5,-40,-45,-35,-20,0
0,0,-30,-65,-40,-25,15
1,20,-20,-45,30,35,35
0,10,-45,-40,-35,-20,-5
0,5,-35,-60,-40,-25,10
1,39,18,5,25,60,43
1,19,-2,-15,5,35,23
0,4,-17,-30,-10,19,8
1,38,19,-17,49,40,65
1,18,-1,-37,20,20,45
0,-1,-13,-52,0,5,30
1,40,17,-12,40,55,45
1,20,-3,-32,20,35,25
0,5,-16,-46,5,20,10
1,10,45,25,40,25,70
1,16,55,15,94,15,100
1,1,79,20,40,25,50
1,-29,29,-10,10,-5,40
0,-49,9,-30,-10,-25,20
1,0,45,15,65,10,60
1,0,35,10,65,15,70
1,0,30,25,35,50,55
1,70,55,-10,5,35,0
1,-10,50,-10,0,0,100
1,-30,60,30,5,-5,50
0,-60,25,15,-5,-30,25
1,-20,5,50,55,-5,25
0,-55,-15,25,30,-20,5
1,-25,5,-5,25,0,10
1,-25,75,-15,35,35,35
1,-25,10,-15,50,20,100
1,40,10,-15,50,20,35
0,-35,0,-25,-15,-10,25
0,-42,-7,-27,-12,-27,18
1,40,30,5,25,20,30
1,5,70,4,0,25,51
0,-70,-45,-20,-45,-55,50
1,-15,45,20,-20,-5,80
1,-25,70,25,-5,-5,55
1,-25,40,-18,40,10,63
1,-25,28,-18,35,10,75
1,-25,-5,-40,55,20,65
1,-20,55,5,-5,5,75
1,-50,-10,-10,40,45,60
1,-30,20,10,40,10,85
0,-60,-10,-20,10,-20,55
1,-10,37,-10,5,5,38
0,-45,12,-15,-25,-25,33
1,-35,10,20,35,-30,55
0,-60,-15,-5,10,-50,30
1,15,40,5,-20,5,60
1,-25,0,40,40,-35,30
1,160,-50,-70,-25,30,20
1,15,75,45,-15,-30,10
0,-10,30,20,-30,-45,-5
1,-25,35,45,25,-5,30
0,-50,10,20,0,-30,5
1,-40,50,4,-25,35,46
1,-40,65,-22,-25,35,57
1,-30,25,35,-10,5,15
0,-40,-5,20,-20,-25,5
1,5,40,10,65,0,25
0,-30,-15,5,0,-30,10
1,-30,-5,-5,20,5,120
0,-50,-25,-25,-5,-20,70
1,-35,75,40,-10,-25,45
0,-60,50,15,-35,-50,20
1,-5,18,-5,13,40,37
0,-30,-7,-30,-17,15,12
0,-55,-10,85,-30,-30,40
1,-30,10,-15,70,0,80
1,-45,-5,-30,55,-20,65
