Did_Poke1_Win,Poke_1_HP,Poke_1_Attack,Poke_1_Defense,Poke_1_Sp_Attack,Poke_1_Sp_Defense,Poke_1_Speed,Poke_2_HP,Poke_2_Attack,Poke_2_Defense,Poke_2_Sp_Attack,Poke_2_Sp_Defense,Poke_2_Speed
1,65,90,50,85,45,55,52,90,55,58,62,60
0,65,90,50,85,45,55,50,60,95,120,70,70
1,65,90,50,85,45,55,25,35,70,95,55,45
0,65,90,50,85,45,55,95,75,110,100,80,30
1,65,90,50,85,45,55,90,65,65,40,40,15
0,65,90,50,85,45,55,65,100,70,80,80,105
0,65,90,50,85,45,55,50,85,55,65,65,90
0,65,90,50,85,45,55,80,120,130,55,65,45
0,65,90,50,85,45,55,55,95,115,45,45,35
1,65,90,50,85,45,55,40,80,100,30,30,20
0,65,90,50,85,45,55,80,70,65,80,120,100
1,65,90,50,85,45,55,40,40,35,50,100,70
0,65,90,50,85,45,55,80,105,65,100,70,70
0,50,75,35,70,30,40,100,100,100,100,100,100
0,50,75,35,70,30,40,106,110,90,154,90,130
0,50,75,35,70,30,40,91,134,95,100,100,80
0,50,75,35,70,30,40,61,84,65,70,70,70
0,50,75,35,70,30,40,41,64,45,50,50,50
0,50,75,35,70,30,40,90,100,90,125,85,90
0,50,75,35,70,30,40,90,90,85,125,90,100
0,50,75,35,70,30,40,90,85,100,95,125,85
0,50,75,35,70,30,40,160,110,65,65,110,30
0,50,75,35,70,30,40,80,105,65,60,75,130
0,50,75,35,70,30,40,60,115,105,65,70,80
0,50,75,35,70,30,40,30,80,90,55,45,55
0,50,75,35,70,30,40,70,60,125,115,70,55
0,50,75,35,70,30,40,35,40,100,90,55,35
0,50,75,35,70,30,40,65,60,70,85,75,40
0,50,75,35,70,30,40,65,130,60,95,110,65
0,50,75,35,70,30,40,65,65,60,110,95,130
0,50,75,35,70,30,40,130,65,60,110,95,65
0,50,75,35,70,30,40,55,55,50,45,65,55
1,50,75,35,70,30,40,48,48,48,48,48,48
0,50,75,35,70,30,40,130,85,80,85,95,60
0,50,75,35,70,30,40,95,125,79,60,100,81
1,50,75,35,70,30,40,20,10,55,15,20,80
0,50,75,35,70,30,40,75,100,95,40,70,110
0,50,75,35,70,30,40,65,125,100,55,70,85
0,50,75,35,70,30,40,65,95,57,100,85,93
0,50,75,35,70,30,40,65,83,57,95,85,105
0,50,75,35,70,30,40,65,50,35,115,95,95
0,50,75,35,70,30,40,70,110,80,55,80,105
0,50,75,35,70,30,40,40,45,65,100,120,90
0,50,75,35,70,30,40,60,75,85,100,85,115
0,50,75,35,70,30,40,30,45,55,70,55,85
0,50,75,35,70,30,40,80,92,65,65,80,68
0,50,75,35,70,30,40,45,67,60,35,50,63
0,50,75,35,70,30,40,55,65,95,95,45,85
1,50,75,35,70,30,40,30,40,70,70,25,60
0,50,75,35,70,30,40,105,95,80,40,80,90
0,50,75,35,70,30,40,65,55,115,100,40,60
0,50,75,35,70,30,40,250,5,5,35,105,50
0,50,75,35,70,30,40,105,130,120,45,45,40
0,50,75,35,70,30,40,80,85,95,30,30,25
0,50,75,35,70,30,40,65,90,120,85,70,60
0,50,75,35,70,30,40,40,65,95,60,45,35
0,50,75,35,70,30,40,90,55,75,60,75,30
0,50,75,35,70,30,40,50,105,79,35,110,76
0,50,75,35,70,30,40,50,120,53,35,110,87
0,50,75,35,70,30,40,60,80,110,50,80,45
0,50,75,35,70,30,40,50,50,95,40,50,35
0,50,75,35,70,30,40,95,95,85,125,75,55
0,50,75,35,70,30,40,60,40,80,60,45,40
0,50,75,35,70,30,40,60,50,70,80,80,150
0,50,75,35,70,30,40,40,30,50,55,55,100
0,50,75,35,70,30,40,55,130,115,50,50,75
0,50,75,35,70,30,40,30,105,90,25,25,50
0,50,75,35,70,30,40,85,73,70,73,115,67
0,50,75,35,70,30,40,60,48,45,43,90,42
0,50,75,35,70,30,40,35,45,160,30,45,70
0,50,75,35,70,30,40,60,65,60,130,75,110
0,50,75,35,70,30,40,45,50,45,115,55,95
0,50,75,35,70,30,40,30,35,30,100,35,80
0,50,75,35,70,30,40,50,95,180,85,45,70
0,50,75,35,70,30,40,30,65,100,45,25,40
0,50,75,35,70,30,40,105,105,75,65,100,50
0,50,75,35,70,30,40,80,80,50,40,50,25
0,50,75,35,70,30,40,90,70,80,70,95,70
0,50,75,35,70,30,40,65,45,55,45,70,45
0,50,75,35,70,30,40,60,110,70,60,60,110
0,50,75,35,70,30,40,35,85,45,35,35,75
0,50,75,35,70,30,40,52,90,55,58,62,60
0,50,75,35,70,30,40,50,60,95,120,70,70
0,50,75,35,70,30,40,25,35,70,95,55,45
0,50,75,35,70,30,40,95,75,110,100,80,30
0,50,75,35,70,30,40,90,65,65,40,40,15
0,50,75,35,70,30,40,65,100,70,80,80,105
0,50,75,35,70,30,40,50,85,55,65,65,90
0,50,75,35,70,30,40,80,120,130,55,65,45
0,50,75,35,70,30,40,55,95,115,45,45,35
0,50,75,35,70,30,40,40,80,100,30,30,20
0,50,75,35,70,30,40,80,70,65,80,120,100
0,50,75,35,70,30,40,40,40,35,50,100,70
0,50,75,35,70,30,40,80,105,65,100,70,70
0,50,75,35,70,30,40,65,90,50,85,45,55
0,90,130,80,65,85,55,100,100,100,100,100,100
0,90,130,80,65,85,55,106,110,90,154,90,130
0,90,130,80,65,85,55,91,134,95,100,100,80
1,90,130,80,65,85,55,61,84,65,70,70,70
1,90,130,80,65,85,55,41,64,45,50,50,50
0,90,130,80,65,85,55,90,100,90,125,85,90
0,90,130,80,65,85,55,90,90,85,125,90,100
0,90,130,80,65,85,55,90,85,100,95,125,85
0,90,130,80,65,85,55,160,110,65,65,110,30
0,90,130,80,65,85,55,80,105,65,60,75,130
1,90,130,80,65,85,55,60,115,105,65,70,80
1,90,130,80,65,85,55,30,80,90,55,45,55
1,90,130,80,65,85,55,70,60,125,115,70,55
1,90,130,80,65,85,55,35,40,100,90,55,35
1,90,130,80,65,85,55,65,60,70,85,75,40
0,90,130,80,65,85,55,65,130,60,95,110,65
0,90,130,80,65,85,55,65,65,60,110,95,130
0,90,130,80,65,85,55,130,65,60,110,95,65
1,90,130,80,65,85,55,55,55,50,45,65,55
1,90,130,80,65,85,55,48,48,48,48,48,48
0,90,130,80,65,85,55,130,85,80,85,95,60
0,90,130,80,65,85,55,95,125,79,60,100,81
1,90,130,80,65,85,55,20,10,55,15,20,80
1,90,130,80,65,85,55,75,100,95,40,70,110
1,90,130,80,65,85,55,65,125,100,55,70,85
1,90,130,80,65,85,55,65,95,57,100,85,93
1,90,130,80,65,85,55,65,83,57,95,85,105
1,90,130,80,65,85,55,65,50,35,115,95,95
1,90,130,80,65,85,55,70,110,80,55,80,105
1,90,130,80,65,85,55,40,45,65,100,120,90
0,90,130,80,65,85,55,60,75,85,100,85,115
1,90,130,80,65,85,55,30,45,55,70,55,85
1,90,130,80,65,85,55,80,92,65,65,80,68
1,90,130,80,65,85,55,45,67,60,35,50,63
1,90,130,80,65,85,55,55,65,95,95,45,85
1,90,130,80,65,85,55,30,40,70,70,25,60
1,90,130,80,65,85,55,105,95,80,40,80,90
1,90,130,80,65,85,55,65,55,115,100,40,60
1,90,130,80,65,85,55,250,5,5,35,105,50
1,90,130,80,65,85,55,105,130,120,45,45,40
1,90,130,80,65,85,55,80,85,95,30,30,25
1,90,130,80,65,85,55,65,90,120,85,70,60
1,90,130,80,65,85,55,40,65,95,60,45,35
1,90,130,80,65,85,55,90,55,75,60,75,30
1,90,130,80,65,85,55,50,105,79,35,110,76
1,90,130,80,65,85,55,50,120,53,35,110,87
1,90,130,80,65,85,55,60,80,110,50,80,45
1,90,130,80,65,85,55,50,50,95,40,50,35
0,90,130,80,65,85,55,95,95,85,125,75,55
1,90,130,80,65,85,55,60,40,80,60,45,40
1,90,130,80,65,85,55,60,50,70,80,80,150
1,90,130,80,65,85,55,40,30,50,55,55,100
1,90,130,80,65,85,55,55,130,115,50,50,75
1,90,130,80,65,85,55,30,105,90,25,25,50
1,90,130,80,65,85,55,85,73,70,73,115,67
1,90,130,80,65,85,55,60,48,45,43,90,42
1,90,130,80,65,85,55,35,45,160,30,45,70
1,90,130,80,65,85,55,60,65,60,130,75,110
1,90,130,80,65,85,55,45,50,45,115,55,95
1,90,130,80,65,85,55,30,35,30,100,35,80
0,90,130,80,65,85,55,50,95,180,85,45,70
1,90,130,80,65,85,55,30,65,100,45,25,40
1,90,130,80,65,85,55,105,105,75,65,100,50
1,90,130,80,65,85,55,80,80,50,40,50,25
1,90,130,80,65,85,55,90,70,80,70,95,70
1,90,130,80,65,85,55,65,45,55,45,70,45
1,90,130,80,65,85,55,60,110,70,60,60,110
1,90,130,80,65,85,55,35,85,45,35,35,75
1,90,130,80,65,85,55,52,90,55,58,62,60
1,90,130,80,65,85,55,50,60,95,120,70,70
1,90,130,80,65,85,55,25,35,70,95,55,45
1,90,130,80,65,85,55,95,75,110,100,80,30
1,90,130,80,65,85,55,90,65,65,40,40,15
1,90,130,80,65,85,55,65,100,70,80,80,105
1,90,130,80,65,85,55,50,85,55,65,65,90
1,90,130,80,65,85,55,80,120,130,55,65,45
1,90,130,80,65,85,55,55,95,115,45,45,35
1,90,130,80,65,85,55,40,80,100,30,30,20
0,90,130,80,65,85,55,80,70,65,80,120,100
1,90,130,80,65,85,55,40,40,35,50,100,70
1,90,130,80,65,85,55,80,105,65,100,70,70
1,90,130,80,65,85,55,65,90,50,85,45,55
1,90,130,80,65,85,55,50,75,35,70,30,40
0,80,100,70,50,60,45,100,100,100,100,100,100
0,80,100,70,50,60,45,106,110,90,154,90,130
0,80,100,70,50,60,45,91,134,95,100,100,80
0,80,100,70,50,60,45,61,84,65,70,70,70
1,80,100,70,50,60,45,41,64,45,50,50,50
0,80,100,70,50,60,45,90,100,90,125,85,90
0,80,100,70,50,60,45,90,90,85,125,90,100
0,80,100,70,50,60,45,90,85,100,95,125,85
0,80,100,70,50,60,45,160,110,65,65,110,30
0,80,100,70,50,60,45,80,105,65,60,75,130
0,80,100,70,50,60,45,60,115,105,65,70,80
1,80,100,70,50,60,45,30,80,90,55,45,55
0,80,100,70,50,60,45,70,60,125,115,70,55
1,80,100,70,50,60,45,35,40,100,90,55,35
1,80,100,70,50,60,45,65,60,70,85,75,40
0,80,100,70,50,60,45,65,130,60,95,110,65
0,80,100,70,50,60,45,65,65,60,110,95,130
0,80,100,70,50,60,45,130,65,60,110,95,65
1,80,100,70,50,60,45,55,55,50,45,65,55
1,80,100,70,50,60,45,48,48,48,48,48,48
0,80,100,70,50,60,45,130,85,80,85,95,60
0,80,100,70,50,60,45,95,125,79,60,100,81
1,80,100,70,50,60,45,20,10,55,15,20,80
0,80,100,70,50,60,45,75,100,95,40,70,110
0,80,100,70,50,60,45,65,125,100,55,70,85
0,80,100,70,50,60,45,65,95,57,100,85,93
0,80,100,70,50,60,45,65,83,57,95,85,105
0,80,100,70,50,60,45,65,50,35,115,95,95
0,80,100,70,50,60,45,70,110,80,55,80,105
0,80,100,70,50,60,45,40,45,65,100,120,90
0,80,100,70,50,60,45,60,75,85,100,85,115
1,80,100,70,50,60,45,30,45,55,70,55,85
0,80,100,70,50,60,45,80,92,65,65,80,68
1,80,100,70,50,60,45,45,67,60,35,50,63
0,80,100,70,50,60,45,55,65,95,95,45,85
1,80,100,70,50,60,45,30,40,70,70,25,60
0,80,100,70,50,60,45,105,95,80,40,80,90
0,80,100,70,50,60,45,65,55,115,100,40,60
0,80,100,70,50,60,45,250,5,5,35,105,50
0,80,100,70,50,60,45,105,130,120,45,45,40
1,80,100,70,50,60,45,80,85,95,30,30,25
0,80,100,70,50,60,45,65,90,120,85,70,60
1,80,100,70,50,60,45,40,65,95,60,45,35
1,80,100,70,50,60,45,90,55,75,60,75,30
0,80,100,70,50,60,45,50,105,79,35,110,76
0,80,100,70,50,60,45,50,120,53,35,110,87
0,80,100,70,50,60,45,60,80,110,50,80,45
1,80,100,70,50,60,45,50,50,95,40,50,35
0,80,100,70,50,60,45,95,95,85,125,75,55
1,80,100,70,50,60,45,60,40,80,60,45,40
0,80,100,70,50,60,45,60,50,70,80,80,150
1,80,100,70,50,60,45,40,30,50,55,55,100
0,80,100,70,50,60,45,55,130,115,50,50,75
1,80,100,70,50,60,45,30,105,90,25,25,50
0,80,100,70,50,60,45,85,73,70,73,115,67
1,80,100,70,50,60,45,60,48,45,43,90,42
1,80,100,70,50,60,45,35,45,160,30,45,70
0,80,100,70,50,60,45,60,65,60,130,75,110
0,80,100,70,50,60,45,45,50,45,115,55,95
1,80,100,70,50,60,45,30,35,30,100,35,80
0,80,100,70,50,60,45,50,95,180,85,45,70
1,80,100,70,50,60,45,30,65,100,45,25,40
0,80,100,70,50,60,45,105,105,75,65,100,50
1,80,100,70,50,60,45,80,80,50,40,50,25
0,80,100,70,50,60,45,90,70,80,70,95,70
1,80,100,70,50,60,45,65,45,55,45,70,45
0,80,100,70,50,60,45,60,110,70,60,60,110
1,80,100,70,50,60,45,35,85,45,35,35,75
1,80,100,70,50,60,45,52,90,55,58,62,60
0,80,100,70,50,60,45,50,60,95,120,70,70
1,80,100,70,50,60,45,25,35,70,95,55,45
0,80,100,70,50,60,45,95,75,110,100,80,30
1,80,100,70,50,60,45,90,65,65,40,40,15
0,80,100,70,50,60,45,65,100,70,80,80,105
0,80,100,70,50,60,45,50,85,55,65,65,90
0,80,100,70,50,60,45,80,120,130,55,65,45
1,80,100,70,50,60,45,55,95,115,45,45,35
1,80,100,70,50,60,45,40,80,100,30,30,20
0,80,100,70,50,60,45,80,70,65,80,120,100
1,80,100,70,50,60,45,40,40,35,50,100,70
0,80,100,70,50,60,45,80,105,65,100,70,70
1,80,100,70,50,60,45,65,90,50,85,45,55
1,80,100,70,50,60,45,50,75,35,70,30,40
0,80,100,70,50,60,45,90,130,80,65,85,55
0,70,80,50,35,35,35,100,100,100,100,100,100
0,70,80,50,35,35,35,106,110,90,154,90,130
0,70,80,50,35,35,35,91,134,95,100,100,80
0,70,80,50,35,35,35,61,84,65,70,70,70
1,70,80,50,35,35,35,41,64,45,50,50,50
0,70,80,50,35,35,35,90,100,90,125,85,90
0,70,80,50,35,35,35,90,90,85,125,90,100
0,70,80,50,35,35,35,90,85,100,95,125,85
0,70,80,50,35,35,35,160,110,65,65,110,30
0,70,80,50,35,35,35,80,105,65,60,75,130
0,70,80,50,35,35,35,60,115,105,65,70,80
0,70,80,50,35,35,35,30,80,90,55,45,55
0,70,80,50,35,35,35,70,60,125,115,70,55
0,70,80,50,35,35,35,35,40,100,90,55,35
0,70,80,50,35,35,35,65,60,70,85,75,40
0,70,80,50,35,35,35,65,130,60,95,110,65
0,70,80,50,35,35,35,65,65,60,110,95,130
0,70,80,50,35,35,35,130,65,60,110,95,65
0,70,80,50,35,35,35,55,55,50,45,65,55
1,70,80,50,35,35,35,48,48,48,48,48,48
0,70,80,50,35,35,35,130,85,80,85,95,60
0,70,80,50,35,35,35,95,125,79,60,100,81
1,70,80,50,35,35,35,20,10,55,15,20,80
0,70,80,50,35,35,35,75,100,95,40,70,110
0,70,80,50,35,35,35,65,125,100,55,70,85
0,70,80,50,35,35,35,65,95,57,100,85,93
0,70,80,50,35,35,35,65,83,57,95,85,105
0,70,80,50,35,35,35,65,50,35,115,95,95
0,70,80,50,35,35,35,70,110,80,55,80,105
0,70,80,50,35,35,35,40,45,65,100,120,90
0,70,80,50,35,35,35,60,75,85,100,85,115
0,70,80,50,35,35,35,30,45,55,70,55,85
0,70,80,50,35,35,35,80,92,65,65,80,68
0,70,80,50,35,35,35,45,67,60,35,50,63
0,70,80,50,35,35,35,55,65,95,95,45,85
1,70,80,50,35,35,35,30,40,70,70,25,60
0,70,80,50,35,35,35,105,95,80,40,80,90
0,70,80,50,35,35,35,65,55,115,100,40,60
0,70,80,50,35,35,35,250,5,5,35,105,50
0,70,80,50,35,35,35,105,130,120,45,45,40
0,70,80,50,35,35,35,80,85,95,30,30,25
0,70,80,50,35,35,35,65,90,120,85,70,60
0,70,80,50,35,35,35,40,65,95,60,45,35
0,70,80,50,35,35,35,90,55,75,60,75,30
0,70,80,50,35,35,35,50,105,79,35,110,76
0,70,80,50,35,35,35,50,120,53,35,110,87
0,70,80,50,35,35,35,60,80,110,50,80,45
0,70,80,50,35,35,35,50,50,95,40,50,35
0,70,80,50,35,35,35,95,95,85,125,75,55
0,70,80,50,35,35,35,60,40,80,60,45,40
0,70,80,50,35,35,35,60,50,70,80,80,150
0,70,80,50,35,35,35,40,30,50,55,55,100
0,70,80,50,35,35,35,55,130,115,50,50,75
0,70,80,50,35,35,35,30,105,90,25,25,50
0,70,80,50,35,35,35,85,73,70,73,115,67
0,70,80,50,35,35,35,60,48,45,43,90,42
0,70,80,50,35,35,35,35,45,160,30,45,70
0,70,80,50,35,35,35,60,65,60,130,75,110
0,70,80,50,35,35,35,45,50,45,115,55,95
0,70,80,50,35,35,35,30,35,30,100,35,80
0,70,80,50,35,35,35,50,95,180,85,45,70
0,70,80,50,35,35,35,30,65,100,45,25,40
0,70,80,50,35,35,35,105,105,75,65,100,50
0,70,80,50,35,35,35,80,80,50,40,50,25
0,70,80,50,35,35,35,90,70,80,70,95,70
0,70,80,50,35,35,35,65,45,55,45,70,45
0,70,80,50,35,35,35,60,110,70,60,60,110
0,70,80,50,35,35,35,35,85,45,35,35,75
0,70,80,50,35,35,35,52,90,55,58,62,60
0,70,80,50,35,35,35,50,60,95,120,70,70
0,70,80,50,35,35,35,25,35,70,95,55,45
0,70,80,50,35,35,35,95,75,110,100,80,30
0,70,80,50,35,35,35,90,65,65,40,40,15
0,70,80,50,35,35,35,65,100,70,80,80,105
0,70,80,50,35,35,35,50,85,55,65,65,90
0,70,80,50,35,35,35,80,120,130,55,65,45
0,70,80,50,35,35,35,55,95,115,45,45,35
1,70,80,50,35,35,35,40,80,100,30,30,20
0,70,80,50,35,35,35,80,70,65,80,120,100
0,70,80,50,35,35,35,40,40,35,50,100,70
0,70,80,50,35,35,35,80,105,65,100,70,70
0,70,80,50,35,35,35,65,90,50,85,45,55
1,70,80,50,35,35,35,50,75,35,70,30,40
0,70,80,50,35,35,35,90,130,80,65,85,55
0,70,80,50,35,35,35,80,100,70,50,60,45
0,55,50,45,135,95,120,100,100,100,100,100,100
0,55,50,45,135,95,120,106,110,90,154,90,130
0,55,50,45,135,95,120,91,134,95,100,100,80
1,55,50,45,135,95,120,61,84,65,70,70,70
1,55,50,45,135,95,120,41,64,45,50,50,50
0,55,50,45,135,95,120,90,100,90,125,85,90
0,55,50,45,135,95,120,90,90,85,125,90,100
0,55,50,45,135,95,120,90,85,100,95,125,85
0,55,50,45,135,95,120,160,110,65,65,110,30
0,55,50,45,135,95,120,80,105,65,60,75,130
1,55,50,45,135,95,120,60,115,105,65,70,80
1,55,50,45,135,95,120,30,80,90,55,45,55
1,55,50,45,135,95,120,70,60,125,115,70,55
1,55,50,45,135,95,120,35,40,100,90,55,35
1,55,50,45,135,95,120,65,60,70,85,75,40
0,55,50,45,135,95,120,65,130,60,95,110,65
0,55,50,45,135,95,120,65,65,60,110,95,130
0,55,50,45,135,95,120,130,65,60,110,95,65
1,55,50,45,135,95,120,55,55,50,45,65,55
1,55,50,45,135,95,120,48,48,48,48,48,48
0,55,50,45,135,95,120,130,85,80,85,95,60
0,55,50,45,135,95,120,95,125,79,60,100,81
1,55,50,45,135,95,120,20,10,55,15,20,80
1,55,50,45,135,95,120,75,100,95,40,70,110
0,55,50,45,135,95,120,65,125,100,55,70,85
1,55,50,45,135,95,120,65,95,57,100,85,93
1,55,50,45,135,95,120,65,83,57,95,85,105
1,55,50,45,135,95,120,65,50,35,115,95,95
0,55,50,45,135,95,120,70,110,80,55,80,105
1,55,50,45,135,95,120,40,45,65,100,120,90
0,55,50,45,135,95,120,60,75,85,100,85,115
1,55,50,45,135,95,120,30,45,55,70,55,85
1,55,50,45,135,95,120,80,92,65,65,80,68
1,55,50,45,135,95,120,45,67,60,35,50,63
1,55,50,45,135,95,120,55,65,95,95,45,85
1,55,50,45,135,95,120,30,40,70,70,25,60
1,55,50,45,135,95,120,105,95,80,40,80,90
1,55,50,45,135,95,120,65,55,115,100,40,60
1,55,50,45,135,95,120,250,5,5,35,105,50
1,55,50,45,135,95,120,105,130,120,45,45,40
1,55,50,45,135,95,120,80,85,95,30,30,25
1,55,50,45,135,95,120,65,90,120,85,70,60
1,55,50,45,135,95,120,40,65,95,60,45,35
1,55,50,45,135,95,120,90,55,75,60,75,30
1,55,50,45,135,95,120,50,105,79,35,110,76
1,55,50,45,135,95,120,50,120,53,35,110,87
1,55,50,45,135,95,120,60,80,110,50,80,45
1,55,50,45,135,95,120,50,50,95,40,50,35
0,55,50,45,135,95,120,95,95,85,125,75,55
1,55,50,45,135,95,120,60,40,80,60,45,40
1,55,50,45,135,95,120,60,50,70,80,80,150
1,55,50,45,135,95,120,40,30,50,55,55,100
1,55,50,45,135,95,120,55,130,115,50,50,75
1,55,50,45,135,95,120,30,105,90,25,25,50
1,55,50,45,135,95,120,85,73,70,73,115,67
1,55,50,45,135,95,120,60,48,45,43,90,42
1,55,50,45,135,95,120,35,45,160,30,45,70
0,55,50,45,135,95,120,60,65,60,130,75,110
1,55,50,45,135,95,120,45,50,45,115,55,95
1,55,50,45,135,95,120,30,35,30,100,35,80
0,55,50,45,135,95,120,50,95,180,85,45,70
1,55,50,45,135,95,120,30,65,100,45,25,40
0,55,50,45,135,95,120,105,105,75,65,100,50
1,55,50,45,135,95,120,80,80,50,40,50,25
1,55,50,45,135,95,120,90,70,80,70,95,70
1,55,50,45,135,95,120,65,45,55,45,70,45
1,55,50,45,135,95,120,60,110,70,60,60,110
1,55,50,45,135,95,120,35,85,45,35,35,75
1,55,50,45,135,95,120,52,90,55,58,62,60
1,55,50,45,135,95,120,50,60,95,120,70,70
1,55,50,45,135,95,120,25,35,70,95,55,45
1,55,50,45,135,95,120,95,75,110,100,80,30
1,55,50,45,135,95,120,90,65,65,40,40,15
0,55,50,45,135,95,120,65,100,70,80,80,105
1,55,50,45,135,95,120,50,85,55,65,65,90
1,55,50,45,135,95,120,80,120,130,55,65,45
1,55,50,45,135,95,120,55,95,115,45,45,35
1,55,50,45,135,95,120,40,80,100,30,30,20
0,55,50,45,135,95,120,80,70,65,80,120,100
1,55,50,45,135,95,120,40,40,35,50,100,70
1,55,50,45,135,95,120,80,105,65,100,70,70
1,55,50,45,135,95,120,65,90,50,85,45,55
1,55,50,45,135,95,120,50,75,35,70,30,40
0,55,50,45,135,95,120,90,130,80,65,85,55
1,55,50,45,135,95,120,80,100,70,50,60,45
1,55,50,45,135,95,120,70,80,50,35,35,35
0,40,35,30,120,70,105,100,100,100,100,100,100
0,40,35,30,120,70,105,106,110,90,154,90,130
0,40,35,30,120,70,105,91,134,95,100,100,80
0,40,35,30,120,70,105,61,84,65,70,70,70
1,40,35,30,120,70,105,41,64,45,50,50,50
0,40,35,30,120,70,105,90,100,90,125,85,90
0,40,35,30,120,70,105,90,90,85,125,90,100
0,40,35,30,120,70,105,90,85,100,95,125,85
0,40,35,30,120,70,105,160,110,65,65,110,30
0,40,35,30,120,70,105,80,105,65,60,75,130
0,40,35,30,120,70,105,60,115,105,65,70,80
1,40,35,30,120,70,105,30,80,90,55,45,55
0,40,35,30,120,70,105,70,60,125,115,70,55
1,40,35,30,120,70,105,35,40,100,90,55,35
1,40,35,30,120,70,105,65,60,70,85,75,40
0,40,35,30,120,70,105,65,130,60,95,110,65
0,40,35,30,120,70,105,65,65,60,110,95,130
0,40,35,30,120,70,105,130,65,60,110,95,65
1,40,35,30,120,70,105,55,55,50,45,65,55
1,40,35,30,120,70,105,48,48,48,48,48,48
0,40,35,30,120,70,105,130,85,80,85,95,60
0,40,35,30,120,70,105,95,125,79,60,100,81
1,40,35,30,120,70,105,20,10,55,15,20,80
0,40,35,30,120,70,105,75,100,95,40,70,110
0,40,35,30,120,70,105,65,125,100,55,70,85
0,40,35,30,120,70,105,65,95,57,100,85,93
0,40,35,30,120,70,105,65,83,57,95,85,105
0,40,35,30,120,70,105,65,50,35,115,95,95
0,40,35,30,120,70,105,70,110,80,55,80,105
0,40,35,30,120,70,105,40,45,65,100,120,90
0,40,35,30,120,70,105,60,75,85,100,85,115
1,40,35,30,120,70,105,30,45,55,70,55,85
0,40,35,30,120,70,105,80,92,65,65,80,68
1,40,35,30,120,70,105,45,67,60,35,50,63
0,40,35,30,120,70,105,55,65,95,95,45,85
1,40,35,30,120,70,105,30,40,70,70,25,60
0,40,35,30,120,70,105,105,95,80,40,80,90
0,40,35,30,120,70,105,65,55,115,100,40,60
0,40,35,30,120,70,105,250,5,5,35,105,50
0,40,35,30,120,70,105,105,130,120,45,45,40
1,40,35,30,120,70,105,80,85,95,30,30,25
0,40,35,30,120,70,105,65,90,120,85,70,60
1,40,35,30,120,70,105,40,65,95,60,45,35
1,40,35,30,120,70,105,90,55,75,60,75,30
0,40,35,30,120,70,105,50,105,79,35,110,76
0,40,35,30,120,70,105,50,120,53,35,110,87
0,40,35,30,120,70,105,60,80,110,50,80,45
1,40,35,30,120,70,105,50,50,95,40,50,35
0,40,35,30,120,70,105,95,95,85,125,75,55
1,40,35,30,120,70,105,60,40,80,60,45,40
0,40,35,30,120,70,105,60,50,70,80,80,150
1,40,35,30,120,70,105,40,30,50,55,55,100
0,40,35,30,120,70,105,55,130,115,50,50,75
1,40,35,30,120,70,105,30,105,90,25,25,50
0,40,35,30,120,70,105,85,73,70,73,115,67
1,40,35,30,120,70,105,60,48,45,43,90,42
1,40,35,30,120,70,105,35,45,160,30,45,70
0,40,35,30,120,70,105,60,65,60,130,75,110
0,40,35,30,120,70,105,45,50,45,115,55,95
1,40,35,30,120,70,105,30,35,30,100,35,80
0,40,35,30,120,70,105,50,95,180,85,45,70
1,40,35,30,120,70,105,30,65,100,45,25,40
0,40,35,30,120,70,105,105,105,75,65,100,50
1,40,35,30,120,70,105,80,80,50,40,50,25
0,40,35,30,120,70,105,90,70,80,70,95,70
1,40,35,30,120,70,105,65,45,55,45,70,45
0,40,35,30,120,70,105,60,110,70,60,60,110
1,40,35,30,120,70,105,35,85,45,35,35,75
1,40,35,30,120,70,105,52,90,55,58,62,60
0,40,35,30,120,70,105,50,60,95,120,70,70
1,40,35,30,120,70,105,25,35,70,95,55,45
0,40,35,30,120,70,105,95,75,110,100,80,30
1,40,35,30,120,70,105,90,65,65,40,40,15
0,40,35,30,120,70,105,65,100,70,80,80,105
0,40,35,30,120,70,105,50,85,55,65,65,90
0,40,35,30,120,70,105,80,120,130,55,65,45
1,40,35,30,120,70,105,55,95,115,45,45,35
1,40,35,30,120,70,105,40,80,100,30,30,20
0,40,35,30,120,70,105,80,70,65,80,120,100
1,40,35,30,120,70,105,40,40,35,50,100,70
0,40,35,30,120,70,105,80,105,65,100,70,70
1,40,35,30,120,70,105,65,90,50,85,45,55
1,40,35,30,120,70,105,50,75,35,70,30,40
0,40,35,30,120,70,105,90,130,80,65,85,55
0,40,35,30,120,70,105,80,100,70,50,60,45
1,40,35,30,120,70,105,70,80,50,35,35,35
0,40,35,30,120,70,105,55,50,45,135,95,120
0,25,20,15,105,55,90,100,100,100,100,100,100
0,25,20,15,105,55,90,106,110,90,154,90,130
0,25,20,15,105,55,90,91,134,95,100,100,80
0,25,20,15,105,55,90,61,84,65,70,70,70
1,25,20,15,105,55,90,41,64,45,50,50,50
0,25,20,15,105,55,90,90,100,90,125,85,90
0,25,20,15,105,55,90,90,90,85,125,90,100
0,25,20,15,105,55,90,90,85,100,95,125,85
0,25,20,15,105,55,90,160,110,65,65,110,30
0,25,20,15,105,55,90,80,105,65,60,75,130
0,25,20,15,105,55,90,60,115,105,65,70,80
0,25,20,15,105,55,90,30,80,90,55,45,55
