Winner,Loser,stat_diff 
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[103 'exeggutor' 'grass' 'psychic' 95 95 85 125 75 55 530 False],4
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[104 'cubone' 'ground' nan 50 50 95 40 50 35 320 False],214
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[105 'marowak' 'ground' nan 60 80 110 50 80 45 425 False],109
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[106 'hitmonlee' 'fighting' nan 50 120 53 35 110 87 455 False],79
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[107 'hitmonchan' 'fighting' nan 50 105 79 35 110 76 455 False],79
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[108 'lickitung' 'normal' nan 90 55 75 60 75 30 385 False],149
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[109 'koffing' 'poison' nan 40 65 95 60 45 35 340 False],194
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[110 'weezing' 'poison' nan 65 90 120 85 70 60 490 False],44
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[111 'rhyhorn' 'ground' 'rock' 80 85 95 30 30 25 345 False],189
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[112 'rhydon' 'ground' 'rock' 105 130 120 45 45 40 485 False],49
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[113 'chansey' 'normal' nan 250 5 5 35 105 50 450 False],84
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[114 'tangela' 'grass' nan 65 55 115 100 40 60 435 False],99
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[115 'kangaskhan' 'normal' nan 105 95 80 40 80 90 490 False],44
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[116 'horsea' 'water' nan 30 40 70 70 25 60 295 False],239
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[117 'seadra' 'water' nan 55 65 95 95 45 85 440 False],94
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[118 'goldeen' 'water' nan 45 67 60 35 50 63 320 False],214
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[119 'seaking' 'water' nan 80 92 65 65 80 68 450 False],84
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[120 'staryu' 'water' nan 30 45 55 70 55 85 340 False],194
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[121 'starmie' 'water' 'psychic' 60 75 85 100 85 115 520 False],14
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[122 'mr-mime' 'psychic' 'fairy' 40 45 65 100 120 90 460 False],74
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[123 'scyther' 'bug' 'flying' 70 110 80 55 80 105 500 False],34
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[124 'jynx' 'ice' 'psychic' 65 50 35 115 95 95 455 False],79
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[125 'electabuzz' 'electric' nan 65 83 57 95 85 105 490 False],44
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[126 'magmar' 'fire' nan 65 95 57 100 85 93 495 False],39
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[127 'pinsir' 'bug' nan 65 125 100 55 70 85 500 False],34
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[128 'tauros' 'normal' nan 75 100 95 40 70 110 490 False],44
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[129 'magikarp' 'water' nan 20 10 55 15 20 80 200 False],334
[130 'gyarados' 'water' 'flying' 95 125 79 60 100 81 540 False],[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],6
[131 'lapras' 'water' 'ice' 130 85 80 85 95 60 535 False],[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],1
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[132 'ditto' 'normal' nan 48 48 48 48 48 48 288 False],246
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[133 'eevee' 'normal' nan 55 55 50 45 65 55 325 False],209
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[134 'vaporeon' 'water' nan 130 65 60 110 95 65 525 False],9
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[135 'jolteon' 'electric' nan 65 65 60 110 95 130 525 False],9
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[136 'flareon' 'fire' nan 65 130 60 95 110 65 525 False],9
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[137 'porygon' 'normal' nan 65 60 70 85 75 40 395 False],139
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[138 'omanyte' 'rock' 'water' 35 40 100 90 55 35 355 False],179
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[139 'omastar' 'rock' 'water' 70 60 125 115 70 55 495 False],39
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[140 'kabuto' 'rock' 'water' 30 80 90 55 45 55 355 False],179
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[141 'kabutops' 'rock' 'water' 60 115 105 65 70 80 495 False],39
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[142 'aerodactyl' 'rock' 'flying' 80 105 65 60 75 130 515 False],19
[143 'snorlax' 'normal' nan 160 110 65 65 110 30 540 False],[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],6
[144 'articuno' 'ice' 'flying' 90 85 100 95 125 85 580 True],[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],46
[145 'zapdos' 'electric' 'flying' 90 90 85 125 90 100 580 True],[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],46
[146 'moltres' 'fire' 'flying' 90 100 90 125 85 90 580 True],[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],46
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[147 'dratini' 'dragon' nan 41 64 45 50 50 50 300 False],234
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[148 'dragonair' 'dragon' nan 61 84 65 70 70 70 420 False],114
[149 'dragonite' 'dragon' 'flying' 91 134 95 100 100 80 600 False],[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],66
[150 'mewtwo' 'psychic' nan 106 110 90 154 90 130 680 True],[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],146
[151 'mew' 'psychic' nan 100 100 100 100 100 100 600 True],[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],66
[1 'bulbasaur' 'grass' 'poison' 45 49 49 65 65 45 318 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],4
[2 'ivysaur' 'grass' 'poison' 60 62 63 80 80 60 405 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],91
[3 'venusaur' 'grass' 'poison' 80 82 83 100 100 80 525 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],211
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[4 'charmander' 'fire' nan 39 52 43 60 50 65 309 False],5
[5 'charmeleon' 'fire' nan 58 64 58 80 65 80 405 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],91
[6 'charizard' 'fire' 'flying' 78 84 78 109 85 100 534 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],220
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],0
[8 'wartortle' 'water' nan 59 63 80 65 80 58 405 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],91
[9 'blastoise' 'water' nan 79 83 100 85 105 78 530 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],216
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[10 'caterpie' 'bug' nan 45 30 35 20 20 45 195 False],119
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[11 'metapod' 'bug' nan 50 20 55 25 25 30 205 False],109
[12 'butterfree' 'bug' 'flying' 60 45 50 90 80 70 395 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],81
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[13 'weedle' 'bug' 'poison' 40 35 30 20 20 50 195 False],119
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[14 'kakuna' 'bug' 'poison' 45 25 50 25 25 35 205 False],109
[15 'beedrill' 'bug' 'poison' 65 90 40 45 80 75 395 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],81
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[16 'pidgey' 'normal' 'flying' 40 45 40 35 35 56 251 False],63
[17 'pidgeotto' 'normal' 'flying' 63 60 55 50 50 71 349 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],35
[18 'pidgeot' 'normal' 'flying' 83 80 75 70 70 101 479 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],165
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[19 'rattata' 'normal' nan 30 56 35 25 35 72 253 False],61
[20 'raticate' 'normal' nan 55 81 60 50 70 97 413 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],99
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[21 'spearow' 'normal' 'flying' 40 60 30 31 31 70 262 False],52
[22 'fearow' 'normal' 'flying' 65 90 65 61 61 100 442 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],128
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[23 'ekans' 'poison' nan 35 60 44 40 54 55 288 False],26
[24 'arbok' 'poison' nan 60 95 69 65 79 80 448 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],134
[25 'pikachu' 'electric' nan 35 55 40 50 50 90 320 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],6
[26 'raichu' 'electric' nan 60 90 55 90 80 110 485 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],171
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[27 'sandshrew' 'ground' nan 50 75 85 20 30 40 300 False],14
[28 'sandslash' 'ground' nan 75 100 110 45 55 65 450 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],136
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[29 'nidoran-f' 'poison' nan 55 47 52 40 40 41 275 False],39
[30 'nidorina' 'poison' nan 70 62 67 55 55 56 365 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],51
[31 'nidoqueen' 'poison' 'ground' 90 92 87 75 85 76 505 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],191
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[32 'nidoran-m' 'poison' nan 46 57 40 40 40 50 273 False],41
[33 'nidorino' 'poison' nan 61 72 57 55 55 65 365 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],51
[34 'nidoking' 'poison' 'ground' 81 102 77 85 75 85 505 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],191
[35 'clefairy' 'fairy' nan 70 45 48 60 65 35 323 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],9
[36 'clefable' 'fairy' nan 95 70 73 95 90 60 483 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],169
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[37 'vulpix' 'fire' nan 38 41 40 50 65 65 299 False],15
[38 'ninetales' 'fire' nan 73 76 75 81 100 100 505 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],191
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[39 'jigglypuff' 'normal' 'fairy' 115 45 20 45 25 20 270 False],44
[40 'wigglytuff' 'normal' 'fairy' 140 70 45 85 50 45 435 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],121
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[41 'zubat' 'poison' 'flying' 40 45 35 30 40 55 245 False],69
[42 'golbat' 'poison' 'flying' 75 80 70 65 75 90 455 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],141
[43 'oddish' 'grass' 'poison' 45 50 55 75 65 30 320 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],6
[44 'gloom' 'grass' 'poison' 60 65 70 85 75 40 395 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],81
[45 'vileplume' 'grass' 'poison' 75 80 85 110 90 50 490 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],176
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[46 'paras' 'bug' 'grass' 35 70 55 45 55 25 285 False],29
[47 'parasect' 'bug' 'grass' 60 95 80 60 80 30 405 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],91
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[48 'venonat' 'bug' 'poison' 60 55 50 40 55 45 305 False],9
[49 'venomoth' 'bug' 'poison' 70 65 60 90 75 90 450 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],136
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[50 'diglett' 'ground' nan 10 55 25 35 45 95 265 False],49
[51 'dugtrio' 'ground' nan 35 100 50 50 70 120 425 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],111
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[52 'meowth' 'normal' nan 40 45 35 40 40 90 290 False],24
[53 'persian' 'normal' nan 65 70 60 65 65 115 440 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],126
[54 'psyduck' 'water' nan 50 52 48 65 50 55 320 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],6
[55 'golduck' 'water' nan 80 82 78 95 80 85 500 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],186
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[56 'mankey' 'fighting' nan 40 80 35 35 45 70 305 False],9
[57 'primeape' 'fighting' nan 65 105 60 60 70 95 455 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],141
[58 'growlithe' 'fire' nan 55 70 45 70 50 60 350 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],36
[59 'arcanine' 'fire' nan 90 110 80 100 80 95 555 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],241
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[60 'poliwag' 'water' nan 40 50 40 40 40 90 300 False],14
[61 'poliwhirl' 'water' nan 65 65 65 50 50 90 385 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],71
[62 'poliwrath' 'water' 'fighting' 90 95 95 70 90 70 510 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],196
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[63 'abra' 'psychic' nan 25 20 15 105 55 90 310 False],4
[64 'kadabra' 'psychic' nan 40 35 30 120 70 105 400 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],86
[65 'alakazam' 'psychic' nan 55 50 45 135 95 120 500 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],186
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[66 'machop' 'fighting' nan 70 80 50 35 35 35 305 False],9
[67 'machoke' 'fighting' nan 80 100 70 50 60 45 405 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],91
[68 'machamp' 'fighting' nan 90 130 80 65 85 55 505 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],191
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[69 'bellsprout' 'grass' 'poison' 50 75 35 70 30 40 300 False],14
[70 'weepinbell' 'grass' 'poison' 65 90 50 85 45 55 390 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],76
[71 'victreebel' 'grass' 'poison' 80 105 65 100 70 70 490 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],176
[72 'tentacool' 'water' 'poison' 40 40 35 50 100 70 335 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],21
[73 'tentacruel' 'water' 'poison' 80 70 65 80 120 100 515 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],201
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[74 'geodude' 'rock' 'ground' 40 80 100 30 30 20 300 False],14
[75 'graveler' 'rock' 'ground' 55 95 115 45 45 35 390 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],76
[76 'golem' 'rock' 'ground' 80 120 130 55 65 45 495 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],181
[77 'ponyta' 'fire' nan 50 85 55 65 65 90 410 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],96
[78 'rapidash' 'fire' nan 65 100 70 80 80 105 500 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],186
[79 'slowpoke' 'water' 'psychic' 90 65 65 40 40 15 315 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],1
[80 'slowbro' 'water' 'psychic' 95 75 110 100 80 30 490 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],176
[81 'magnemite' 'electric' 'steel' 25 35 70 95 55 45 325 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],11
[82 'magneton' 'electric' 'steel' 50 60 95 120 70 70 465 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],151
[83 'farfetchd' 'normal' 'flying' 52 90 55 58 62 60 377 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],63
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[84 'doduo' 'normal' 'flying' 35 85 45 35 35 75 310 False],4
[85 'dodrio' 'normal' 'flying' 60 110 70 60 60 110 470 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],156
[86 'seel' 'water' nan 65 45 55 45 70 45 325 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],11
[87 'dewgong' 'water' 'ice' 90 70 80 70 95 70 475 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],161
[88 'grimer' 'poison' nan 80 80 50 40 50 25 325 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],11
[89 'muk' 'poison' nan 105 105 75 65 100 50 500 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],186
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[90 'shellder' 'water' nan 30 65 100 45 25 40 305 False],9
[91 'cloyster' 'water' 'ice' 50 95 180 85 45 70 525 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],211
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[92 'gastly' 'ghost' 'poison' 30 35 30 100 35 80 310 False],4
[93 'haunter' 'ghost' 'poison' 45 50 45 115 55 95 405 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],91
[94 'gengar' 'ghost' 'poison' 60 65 60 130 75 110 500 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],186
[95 'onix' 'rock' 'ground' 35 45 160 30 45 70 385 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],71
[96 'drowzee' 'psychic' nan 60 48 45 43 90 42 328 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],14
[97 'hypno' 'psychic' nan 85 73 70 73 115 67 483 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],169
[98 'krabby' 'water' nan 30 105 90 25 25 50 325 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],11
[99 'kingler' 'water' nan 55 130 115 50 50 75 475 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],161
[100 'voltorb' 'electric' nan 40 30 50 55 55 100 330 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],16
[101 'electrode' 'electric' nan 60 50 70 80 80 150 490 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],176
[102 'exeggcute' 'grass' 'psychic' 60 40 80 60 45 40 325 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],11
[103 'exeggutor' 'grass' 'psychic' 95 95 85 125 75 55 530 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],216
[104 'cubone' 'ground' nan 50 50 95 40 50 35 320 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],6
[105 'marowak' 'ground' nan 60 80 110 50 80 45 425 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],111
[106 'hitmonlee' 'fighting' nan 50 120 53 35 110 87 455 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],141
[107 'hitmonchan' 'fighting' nan 50 105 79 35 110 76 455 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],141
[108 'lickitung' 'normal' nan 90 55 75 60 75 30 385 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],71
[109 'koffing' 'poison' nan 40 65 95 60 45 35 340 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],26
[110 'weezing' 'poison' nan 65 90 120 85 70 60 490 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],176
[111 'rhyhorn' 'ground' 'rock' 80 85 95 30 30 25 345 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],31
[112 'rhydon' 'ground' 'rock' 105 130 120 45 45 40 485 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],171
[113 'chansey' 'normal' nan 250 5 5 35 105 50 450 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],136
[114 'tangela' 'grass' nan 65 55 115 100 40 60 435 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],121
[115 'kangaskhan' 'normal' nan 105 95 80 40 80 90 490 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],176
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[116 'horsea' 'water' nan 30 40 70 70 25 60 295 False],19
[117 'seadra' 'water' nan 55 65 95 95 45 85 440 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],126
[118 'goldeen' 'water' nan 45 67 60 35 50 63 320 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],6
[119 'seaking' 'water' nan 80 92 65 65 80 68 450 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],136
[120 'staryu' 'water' nan 30 45 55 70 55 85 340 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],26
[121 'starmie' 'water' 'psychic' 60 75 85 100 85 115 520 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],206
[122 'mr-mime' 'psychic' 'fairy' 40 45 65 100 120 90 460 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],146
[123 'scyther' 'bug' 'flying' 70 110 80 55 80 105 500 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],186
[124 'jynx' 'ice' 'psychic' 65 50 35 115 95 95 455 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],141
[125 'electabuzz' 'electric' nan 65 83 57 95 85 105 490 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],176
[126 'magmar' 'fire' nan 65 95 57 100 85 93 495 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],181
[127 'pinsir' 'bug' nan 65 125 100 55 70 85 500 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],186
[128 'tauros' 'normal' nan 75 100 95 40 70 110 490 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],176
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[129 'magikarp' 'water' nan 20 10 55 15 20 80 200 False],114
[130 'gyarados' 'water' 'flying' 95 125 79 60 100 81 540 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],226
[131 'lapras' 'water' 'ice' 130 85 80 85 95 60 535 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],221
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[132 'ditto' 'normal' nan 48 48 48 48 48 48 288 False],26
[133 'eevee' 'normal' nan 55 55 50 45 65 55 325 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],11
[134 'vaporeon' 'water' nan 130 65 60 110 95 65 525 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],211
[135 'jolteon' 'electric' nan 65 65 60 110 95 130 525 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],211
[136 'flareon' 'fire' nan 65 130 60 95 110 65 525 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],211
[137 'porygon' 'normal' nan 65 60 70 85 75 40 395 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],81
[138 'omanyte' 'rock' 'water' 35 40 100 90 55 35 355 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],41
[139 'omastar' 'rock' 'water' 70 60 125 115 70 55 495 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],181
[140 'kabuto' 'rock' 'water' 30 80 90 55 45 55 355 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],41
[141 'kabutops' 'rock' 'water' 60 115 105 65 70 80 495 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],181
[142 'aerodactyl' 'rock' 'flying' 80 105 65 60 75 130 515 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],201
[143 'snorlax' 'normal' nan 160 110 65 65 110 30 540 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],226
[144 'articuno' 'ice' 'flying' 90 85 100 95 125 85 580 True],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],266
[145 'zapdos' 'electric' 'flying' 90 90 85 125 90 100 580 True],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],266
[146 'moltres' 'fire' 'flying' 90 100 90 125 85 90 580 True],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],266
[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],[147 'dratini' 'dragon' nan 41 64 45 50 50 50 300 False],14
[148 'dragonair' 'dragon' nan 61 84 65 70 70 70 420 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],106
[149 'dragonite' 'dragon' 'flying' 91 134 95 100 100 80 600 False],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],286
[150 'mewtwo' 'psychic' nan 106 110 90 154 90 130 680 True],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],366
[151 'mew' 'psychic' nan 100 100 100 100 100 100 600 True],[7 'squirtle' 'water' nan 44 48 65 50 64 43 314 False],286
[8 'wartortle' 'water' nan 59 63 80 65 80 58 405 False],[1 'bulbasaur' 'grass' 'poison' 45 49 49 65 65 45 318 False],87
[8 'wartortle' 'water' nan 59 63 80 65 80 58 405 False],[2 'ivysaur' 'grass' 'poison' 60 62 63 80 80 60 405 False],0
[3 'venusaur' 'grass' 'poison' 80 82 83 100 100 80 525 False],[8 'wartortle' 'water' nan 59 63 80 65 80 58 405 False],120
