Poke_1,Poke_2,Winner 
36,104,36
36,105,36
36,106,36
36,107,36
36,108,36
36,109,109
36,110,110
36,111,36
36,112,112
36,113,36
36,114,36
36,115,115
36,116,36
36,117,36
36,118,36
36,119,36
36,120,36
36,121,121
36,122,36
36,123,123
36,124,36
36,125,125
36,126,126
36,127,36
36,128,128
36,129,36
36,130,130
36,131,131
36,132,36
36,133,36
36,134,134
36,135,135
36,136,136
36,137,36
36,138,36
36,139,139
36,140,36
36,141,141
36,142,142
36,143,143
36,144,144
36,145,145
36,146,146
36,147,36
36,148,36
36,149,36
36,150,150
36,151,151
37,1,37
37,2,37
37,3,37
37,4,4
37,5,5
37,6,6
37,7,7
37,8,8
37,9,9
37,10,37
37,11,37
37,12,37
37,13,37
37,14,37
37,15,37
37,16,37
37,17,17
37,18,18
37,19,37
37,20,20
37,21,37
37,22,22
37,23,37
37,24,24
37,25,25
37,26,26
37,27,27
37,28,28
37,29,37
37,30,30
37,31,31
37,32,37
37,33,33
37,34,34
37,35,37
37,36,37
37,38,38
37,39,37
37,40,40
37,41,37
37,42,42
37,43,37
37,44,37
37,45,37
37,46,37
37,47,37
37,48,37
37,49,37
37,50,50
37,51,51
37,52,37
37,53,53
37,54,54
37,55,55
37,56,56
37,57,57
37,58,58
37,59,59
37,60,60
37,61,61
37,62,62
37,63,63
37,64,64
37,65,65
37,66,66
37,67,67
37,68,68
37,69,37
37,70,37
37,71,37
37,72,72
37,73,73
37,74,74
37,75,75
37,76,76
37,77,77
37,78,78
37,79,79
37,80,80
37,81,37
37,82,37
37,83,83
37,84,84
37,85,85
37,86,86
37,87,87
37,88,88
37,89,89
37,90,90
37,91,91
37,92,92
37,93,93
37,94,94
37,95,95
37,96,96
37,97,97
37,98,98
37,99,99
37,100,100
37,101,101
37,102,37
37,103,37
37,104,104
37,105,105
37,106,106
37,107,107
37,108,108
37,109,109
37,110,110
37,111,111
37,112,112
37,113,113
37,114,37
37,115,115
37,116,116
37,117,117
37,118,118
37,119,119
37,120,120
37,121,121
37,122,122
37,123,37
37,124,37
37,125,125
37,126,126
37,127,37
37,128,128
37,129,129
37,130,130
37,131,131
37,132,37
37,133,133
37,134,134
37,135,135
37,136,136
37,137,137
37,138,138
37,139,139
37,140,140
37,141,141
37,142,142
37,143,143
37,144,37
37,145,145
37,146,146
37,147,147
37,148,148
37,149,149
37,150,150
37,151,151
38,1,38
38,2,38
38,3,38
38,4,38
38,5,38
38,6,6
38,7,7
38,8,8
38,9,9
38,10,38
38,11,38
38,12,38
38,13,38
38,14,38
38,15,38
38,16,38
38,17,38
38,18,38
38,19,38
38,20,38
38,21,38
38,22,38
38,23,38
38,24,38
38,25,38
38,26,38
38,27,27
38,28,28
38,29,38
38,30,38
38,31,31
38,32,38
38,33,38
38,34,34
38,35,38
38,36,38
38,37,38
38,39,38
38,40,38
38,41,38
38,42,38
38,43,38
38,44,38
38,45,38
38,46,38
38,47,38
38,48,38
38,49,38
38,50,50
38,51,51
38,52,38
38,53,38
38,54,54
38,55,55
38,56,38
38,57,38
38,58,38
38,59,59
38,60,60
38,61,61
38,62,62
38,63,38
38,64,38
38,65,38
38,66,38
38,67,38
38,68,68
38,69,38
38,70,38
38,71,38
38,72,72
38,73,73
38,74,74
38,75,75
38,76,76
38,77,38
38,78,38
38,79,79
38,80,80
38,81,38
38,82,38
38,83,38
38,84,38
38,85,38
38,86,86
38,87,87
38,88,38
38,89,38
38,90,90
38,91,91
38,92,38
38,93,38
38,94,38
38,95,95
38,96,38
38,97,38
38,98,98
38,99,99
38,100,38
38,101,38
38,102,38
38,103,38
38,104,104
38,105,105
38,106,38
38,107,38
38,108,38
38,109,38
38,110,38
38,111,111
38,112,112
38,113,38
38,114,38
38,115,38
38,116,116
38,117,117
38,118,118
38,119,119
38,120,120
38,121,121
38,122,38
38,123,38
38,124,38
38,125,38
38,126,38
38,127,38
38,128,38
38,129,129
38,130,130
38,131,131
38,132,38
38,133,38
38,134,134
38,135,135
38,136,136
38,137,38
38,138,138
38,139,139
38,140,140
38,141,141
38,142,142
38,143,143
38,144,38
38,145,145
38,146,146
38,147,147
38,148,148
38,149,149
38,150,150
38,151,151
39,1,1
39,2,2
39,3,3
39,4,4
39,5,5
39,6,6
39,7,7
39,8,8
39,9,9
39,10,39
39,11,39
39,12,12
39,13,13
39,14,14
39,15,15
39,16,39
39,17,17
39,18,18
39,19,39
39,20,20
39,21,39
39,22,22
39,23,23
39,24,24
39,25,25
39,26,26
39,27,27
39,28,28
39,29,29
39,30,30
39,31,31
39,32,32
39,33,33
39,34,34
39,35,35
39,36,36
39,37,37
39,38,38
39,40,40
39,41,41
39,42,42
39,43,43
39,44,44
39,45,45
39,46,46
39,47,47
39,48,48
39,49,49
39,50,39
39,51,51
39,52,52
39,53,53
39,54,54
39,55,55
39,56,39
39,57,39
39,58,58
39,59,59
39,60,60
39,61,61
39,62,39
39,63,63
39,64,64
39,65,65
39,66,39
39,67,39
39,68,39
39,69,69
39,70,70
39,71,71
39,72,72
39,73,73
39,74,74
39,75,75
39,76,76
39,77,77
39,78,78
39,79,79
39,80,80
39,81,81
39,82,82
39,83,83
39,84,84
39,85,85
39,86,86
39,87,87
39,88,88
39,89,89
39,90,90
39,91,91
39,92,92
39,93,93
39,94,94
39,95,95
39,96,96
39,97,97
39,98,98
39,99,99
39,100,100
39,101,101
39,102,102
39,103,103
39,104,104
39,105,105
39,106,39
39,107,39
39,108,108
39,109,109
39,110,110
39,111,111
39,112,112
39,113,113
39,114,114
39,115,115
39,116,116
39,117,117
39,118,118
39,119,119
39,120,120
39,121,121
39,122,122
39,123,123
39,124,124
39,125,125
39,126,126
39,127,39
39,128,128
39,129,39
39,130,130
39,131,131
39,132,132
39,133,133
39,134,134
39,135,135
39,136,136
39,137,137
39,138,138
39,139,139
39,140,140
39,141,141
39,142,142
39,143,143
39,144,144
39,145,145
39,146,146
39,147,39
39,148,39
39,149,149
39,150,150
39,151,151
40,1,1
40,2,2
40,3,3
40,4,40
40,5,40
40,6,6
40,7,40
40,8,40
40,9,9
40,10,40
40,11,40
40,12,40
40,13,40
40,14,40
40,15,15
40,16,40
40,17,40
40,18,18
40,19,40
40,20,40
40,21,40
40,22,22
40,23,23
40,24,24
40,25,40
40,26,26
40,27,40
40,28,28
40,29,29
40,30,30
40,31,31
40,32,32
40,33,33
40,34,34
40,35,40
40,36,36
40,37,40
40,38,38
40,39,40
40,41,41
40,42,42
40,43,43
40,44,44
40,45,45
40,46,40
40,47,40
40,48,48
40,49,49
40,50,40
40,51,40
40,52,40
40,53,53
40,54,40
40,55,55
40,56,40
40,57,40
40,58,40
40,59,59
40,60,40
40,61,40
40,62,40
40,63,40
40,64,40
40,65,65
40,66,40
40,67,40
40,68,40
40,69,69
40,70,70
40,71,71
40,72,72
40,73,73
40,74,40
40,75,40
40,76,76
40,77,40
40,78,78
40,79,40
40,80,80
40,81,81
40,82,82
40,83,40
40,84,40
40,85,85
40,86,40
40,87,87
40,88,88
40,89,89
40,90,40
40,91,91
40,92,92
40,93,93
40,94,94
40,95,40
40,96,40
40,97,97
40,98,40
40,99,99
40,100,40
40,101,101
40,102,40
40,103,103
40,104,40
40,105,40
40,106,40
40,107,40
40,108,40
40,109,109
40,110,110
40,111,40
40,112,112
40,113,113
40,114,114
40,115,115
40,116,40
40,117,117
40,118,40
40,119,119
40,120,40
40,121,121
40,122,122
40,123,123
40,124,124
40,125,125
40,126,126
40,127,40
40,128,128
40,129,40
40,130,130
40,131,131
40,132,40
40,133,40
40,134,134
40,135,135
40,136,136
40,137,40
40,138,40
40,139,139
40,140,40
40,141,141
40,142,142
40,143,143
40,144,144
40,145,145
40,146,146
40,147,40
40,148,40
40,149,40
40,150,150
40,151,151
41,1,41
41,2,41
41,3,41
41,4,4
41,5,5
41,6,6
41,7,7
41,8,8
41,9,9
41,10,41
41,11,41
41,12,41
41,13,41
41,14,41
41,15,41
41,16,16
41,17,17
41,18,18
41,19,19
41,20,20
41,21,21
41,22,22
41,23,41
41,24,41
41,25,25
41,26,26
41,27,41
41,28,41
41,29,41
41,30,41
41,31,31
41,32,41
41,33,41
41,34,34
41,35,41
41,36,41
41,37,37
41,38,38
41,39,41
41,40,41
41,42,42
41,43,41
41,44,41
41,45,41
41,46,41
41,47,41
41,48,41
41,49,41
41,50,41
41,51,41
41,52,52
41,53,53
41,54,54
41,55,55
41,56,41
41,57,41
41,58,58
41,59,59
41,60,60
41,61,61
41,62,62
41,63,63
41,64,64
41,65,65
41,66,41
41,67,41
41,68,41
41,69,41
41,70,41
41,71,41
41,72,72
41,73,73
41,74,74
41,75,75
41,76,76
41,77,77
41,78,78
41,79,79
41,80,80
41,81,81
41,82,82
41,83,83
41,84,84
41,85,85
41,86,86
41,87,87
41,88,41
41,89,89
41,90,90
41,91,91
41,92,92
41,93,93
41,94,94
41,95,95
41,96,96
41,97,97
41,98,98
41,99,99
41,100,100
41,101,101
41,102,102
41,103,103
41,104,41
41,105,41
41,106,41
41,107,41
41,108,108
41,109,41
41,110,110
41,111,111
41,112,112
41,113,113
41,114,41
41,115,115
41,116,116
41,117,117
41,118,118
41,119,119
41,120,120
41,121,121
41,122,122
41,123,123
41,124,124
41,125,125
41,126,126
41,127,41
41,128,128
41,129,41
41,130,130
41,131,131
41,132,132
41,133,133
41,134,134
41,135,135
41,136,136
41,137,137
41,138,138
41,139,139
41,140,140
41,141,141
41,142,142
41,143,143
41,144,144
41,145,145
41,146,146
41,147,147
41,148,148
41,149,149
41,150,150
41,151,151
42,1,42
42,2,42
42,3,42
42,4,42
42,5,42
42,6,6
42,7,42
42,8,42
42,9,9
42,10,42
42,11,42
42,12,42
42,13,42
42,14,42
42,15,42
42,16,42
42,17,42
42,18,18
42,19,42
42,20,42
42,21,42
42,22,42
42,23,42
42,24,42
42,25,25
42,26,26
42,27,42
42,28,42
42,29,42
42,30,42
42,31,42
42,32,42
42,33,42
42,34,42
42,35,42
42,36,42
42,37,42
42,38,38
42,39,42
42,40,42
42,41,42
42,43,42
42,44,42
42,45,42
42,46,42
42,47,42
42,48,42
42,49,42
42,50,42
42,51,42
42,52,42
42,53,42
42,54,42
42,55,55
42,56,42
42,57,42
42,58,42
42,59,59
42,60,42
42,61,42
42,62,42
42,63,63
42,64,64
42,65,65
42,66,42
42,67,42
42,68,42
42,69,42
42,70,42
42,71,42
42,72,42
42,73,73
42,74,74
42,75,75
42,76,76
42,77,42
42,78,78
42,79,79
42,80,80
42,81,81
42,82,82
42,83,42
42,84,42
42,85,85
42,86,42
42,87,87
42,88,42
42,89,42
42,90,42
42,91,91
42,92,42
42,93,42
42,94,94
42,95,95
42,96,96
42,97,97
42,98,42
42,99,99
42,100,100
42,101,101
42,102,42
42,103,103
42,104,42
42,105,42
42,106,42
42,107,42
42,108,42
42,109,42
42,110,42
42,111,111
42,112,112
42,113,42
42,114,42
42,115,115
42,116,42
42,117,42
42,118,42
42,119,42
42,120,42
42,121,121
42,122,122
42,123,42
42,124,124
42,125,125
42,126,126
42,127,42
42,128,128
42,129,42
42,130,130
42,131,131
42,132,42
42,133,42
42,134,134
42,135,135
42,136,136
42,137,42
42,138,138
42,139,139
42,140,140
42,141,141
42,142,142
42,143,143
42,144,144
42,145,145
42,146,146
42,147,42
42,148,42
42,149,149
42,150,150
42,151,151
43,1,43
43,2,2
43,3,3
43,4,4
43,5,5
43,6,6
43,7,43
43,8,43
43,9,43
43,10,43
43,11,43
43,12,12
43,13,13
43,14,14
43,15,15
43,16,16
43,17,17
43,18,18
43,19,43
43,20,20
43,21,21
43,22,22
43,23,23
43,24,24
43,25,43
43,26,43
43,27,43
43,28,43
43,29,29
43,30,30
43,31,31
43,32,32
43,33,33
43,34,34
43,35,43
43,36,43
43,37,37
43,38,38
43,39,43
43,40,43
43,41,41
43,42,42
43,44,44
43,45,45
43,46,43
43,47,43
43,48,48
43,49,49
43,50,43
43,51,43
43,52,43
43,53,53
43,54,43
43,55,43
43,56,43
43,57,43
43,58,58
43,59,59
43,60,43
43,61,43
43,62,43
43,63,63
43,64,64
43,65,65
43,66,43
43,67,43
43,68,43
43,69,43
43,70,70
43,71,71
43,72,72
43,73,73
43,74,43
43,75,43
43,76,43
43,77,77
43,78,78
43,79,43
43,80,80
43,81,81
43,82,82
43,83,83
43,84,84
43,85,85
43,86,43
43,87,87
43,88,88
43,89,89
43,90,43
43,91,91
43,92,92
43,93,93
43,94,94
43,95,43
43,96,96
43,97,97
43,98,43
43,99,43
43,100,43
43,101,43
43,102,102
43,103,103
43,104,43
43,105,43
43,106,43
43,107,43
43,108,108
43,109,109
43,110,110
43,111,43
43,112,43
43,113,113
43,114,43
43,115,115
43,116,43
43,117,43
43,118,43
43,119,43
43,120,43
43,121,121
43,122,122
43,123,123
43,124,124
43,125,43
43,126,126
43,127,127
43,128,128
43,129,43
43,130,130
43,131,131
43,132,43
43,133,133
43,134,43
43,135,43
43,136,136
43,137,137
43,138,43
43,139,43
43,140,43
43,141,43
43,142,142
43,143,143
43,144,144
43,145,145
43,146,146
43,147,43
43,148,148
43,149,149
43,150,150
43,151,151
44,1,44
44,2,2
44,3,3
44,4,4
44,5,5
44,6,6
44,7,44
44,8,44
44,9,44
44,10,44
44,11,44
44,12,12
44,13,44
44,14,14
44,15,15
44,16,16
44,17,17
44,18,18
44,19,44
44,20,20
44,21,21
44,22,22
44,23,23
44,24,24
44,25,44
44,26,44
44,27,44
44,28,44
44,29,29
44,30,30
44,31,31
44,32,32
44,33,33
44,34,34
44,35,44
44,36,44
44,37,37
44,38,38
44,39,44
44,40,44
44,41,41
44,42,42
44,43,44
44,45,45
44,46,44
44,47,44
44,48,48
44,49,49
44,50,44
44,51,44
44,52,44
44,53,53
44,54,44
44,55,44
44,56,44
44,57,44
44,58,58
44,59,59
44,60,44
44,61,44
44,62,44
44,63,63
44,64,64
44,65,65
44,66,44
44,67,44
44,68,44
44,69,44
44,70,44
44,71,71
44,72,44
44,73,73
44,74,44
44,75,44
44,76,44
44,77,77
44,78,78
44,79,44
44,80,80
44,81,81
44,82,82
44,83,83
44,84,84
44,85,85
44,86,44
44,87,87
44,88,88
44,89,89
44,90,44
44,91,91
44,92,92
44,93,93
44,94,94
44,95,44
44,96,96
44,97,97
44,98,44
44,99,44
44,100,44
44,101,44
44,102,44
44,103,103
44,104,44
44,105,44
44,106,44
44,107,44
44,108,44
44,109,109
44,110,110
44,111,44
44,112,44
44,113,113
44,114,44
44,115,115
44,116,44
44,117,44
44,118,44
44,119,44
44,120,44
44,121,121
44,122,122
44,123,123
44,124,124
44,125,44
44,126,126
44,127,127
44,128,128
44,129,44
44,130,130
44,131,131
44,132,44
44,133,44
44,134,44
44,135,44
44,136,136
44,137,137
44,138,44
44,139,44
44,140,44
44,141,44
44,142,142
44,143,143
44,144,144
44,145,145
44,146,146
44,147,44
44,148,148
44,149,149
44,150,150
44,151,151
45,1,45
45,2,45
45,3,3
45,4,4
45,5,5
45,6,6
45,7,45
45,8,45
45,9,45
45,10,45
45,11,45
45,12,12
45,13,45
45,14,45
45,15,15
45,16,16
45,17,17
45,18,18
45,19,45
45,20,45
45,21,21
45,22,22
45,23,23
45,24,24
45,25,45
45,26,45
45,27,45
45,28,45
45,29,29
45,30,30
45,31,31
45,32,32
45,33,33
45,34,34
45,35,45
45,36,45
45,37,37
45,38,38
45,39,45
45,40,45
45,41,41
45,42,42
45,43,45
45,44,45
45,46,45
45,47,45
45,48,48
45,49,49
45,50,45
45,51,45
45,52,45
45,53,45
45,54,45
45,55,45
45,56,45
45,57,45
45,58,58
45,59,59
45,60,45
45,61,45
45,62,45
45,63,63
45,64,64
45,65,65
45,66,45
45,67,45
45,68,45
45,69,45
45,70,45
45,71,71
45,72,45
45,73,73
45,74,45
45,75,45
45,76,45
45,77,77
45,78,78
45,79,45
45,80,80
45,81,81
45,82,82
45,83,83
45,84,84
45,85,85
45,86,45
45,87,45
45,88,88
45,89,89
45,90,45
45,91,91
45,92,92
45,93,93
45,94,94
45,95,45
45,96,96
45,97,97
45,98,45
45,99,45
45,100,45
45,101,45
45,102,45
45,103,103
45,104,45
45,105,45
45,106,45
45,107,45
45,108,45
45,109,109
45,110,110
45,111,45
45,112,45
45,113,45
45,114,45
45,115,115
45,116,45
45,117,45
45,118,45
45,119,45
45,120,45
45,121,121
45,122,45
45,123,123
45,124,124
45,125,45
45,126,126
45,127,127
45,128,128
45,129,45
45,130,130
45,131,131
45,132,45
45,133,45
45,134,45
45,135,45
45,136,136
45,137,45
45,138,45
45,139,45
45,140,45
45,141,45
45,142,142
45,143,143
45,144,144
45,145,145
45,146,146
45,147,45
45,148,45
45,149,149
45,150,150
45,151,151
46,1,1
46,2,2
46,3,3
46,4,4
46,5,5
46,6,6
46,7,46
46,8,46
46,9,46
46,10,10
46,11,11
46,12,12
46,13,13
46,14,14
46,15,15
46,16,16
46,17,17
46,18,18
46,19,46
46,20,20
46,21,21
46,22,22
46,23,23
46,24,24
46,25,46
46,26,46
46,27,46
46,28,46
46,29,29
46,30,30
46,31,31
46,32,32
46,33,33
46,34,34
46,35,35
46,36,36
46,37,37
46,38,38
46,39,46
46,40,40
46,41,41
46,42,42
46,43,43
46,44,44
46,45,45
46,47,47
46,48,48
46,49,49
46,50,46
46,51,46
46,52,52
46,53,53
46,54,46
46,55,46
46,56,46
46,57,46
46,58,58
46,59,59
46,60,46
46,61,46
46,62,46
46,63,46
46,64,46
46,65,46
46,66,46
46,67,46
46,68,46
46,69,69
46,70,70
46,71,71
46,72,72
46,73,73
46,74,46
46,75,46
46,76,46
46,77,77
46,78,78
46,79,46
46,80,46
46,81,81
46,82,82
46,83,83
46,84,84
46,85,85
46,86,46
46,87,87
46,88,88
46,89,89
46,90,46
46,91,91
46,92,92
46,93,93
46,94,94
46,95,46
46,96,46
46,97,46
46,98,46
46,99,46
46,100,46
46,101,46
46,102,46
46,103,46
46,104,46
46,105,46
46,106,46
46,107,46
46,108,108
46,109,109
46,110,110
46,111,46
46,112,46
46,113,113
46,114,46
46,115,115
46,116,46
46,117,46
46,118,46
46,119,46
46,120,46
46,121,46
46,122,122
46,123,123
46,124,124
46,125,46
46,126,126
46,127,127
46,128,128
46,129,46
46,130,130
46,131,131
46,132,132
46,133,133
46,134,46
46,135,46
46,136,136
46,137,137
46,138,46
46,139,46
46,140,46
46,141,46
46,142,142
46,143,143
46,144,144
46,145,145
46,146,146
46,147,147
46,148,148
46,149,149
46,150,150
46,151,151
47,1,1
47,2,2
47,3,3
47,4,4
47,5,5
47,6,6
47,7,47
47,8,47
47,9,47
47,10,47
47,11,11
47,12,12
47,13,13
47,14,14
47,15,15
47,16,16
47,17,17
47,18,18
47,19,47
47,20,20
47,21,21
47,22,22
47,23,23
47,24,24
47,25,47
47,26,47
47,27,47
47,28,47
47,29,29
47,30,30
47,31,31
47,32,32
47,33,33
47,34,34
47,35,47
47,36,36
47,37,37
47,38,38
47,39,47
47,40,40
47,41,41
47,42,42
47,43,43
47,44,44
47,45,45
47,46,47
47,48,48
47,49,49
47,50,47
47,51,47
47,52,47
47,53,53
47,54,47
47,55,47
47,56,47
47,57,47
47,58,58
47,59,59
47,60,47
47,61,47
47,62,47
47,63,47
47,64,47
47,65,47
47,66,47
47,67,47
47,68,47
47,69,69
47,70,70
47,71,71
47,72,72
47,73,73
47,74,47
47,75,47
47,76,47
47,77,77
47,78,78
47,79,47
47,80,47
47,81,81
47,82,82
47,83,83
47,84,84
47,85,85
47,86,47
47,87,87
47,88,88
47,89,89
47,90,47
47,91,91
47,92,92
47,93,93
47,94,94
47,95,47
47,96,47
47,97,47
47,98,47
47,99,47
47,100,47
47,101,47
47,102,47
47,103,47
47,104,47
47,105,47
47,106,47
47,107,47
47,108,47
47,109,109
47,110,110
47,111,47
47,112,47
47,113,113
47,114,47
47,115,115
47,116,47
47,117,47
47,118,47
47,119,47
47,120,47
47,121,47
47,122,122
47,123,123
47,124,124
47,125,47
47,126,126
47,127,127
47,128,128
47,129,47
47,130,130
47,131,131
47,132,47
47,133,47
47,134,47
47,135,47
47,136,136
47,137,47
47,138,47
47,139,47
47,140,47
47,141,47
47,142,142
47,143,143
47,144,144
47,145,145
47,146,146
47,147,47
47,148,148
47,149,149
47,150,47
47,151,47
48,1,48
48,2,48
48,3,48
48,4,4
48,5,5
48,6,6
48,7,7
48,8,8
48,9,9
48,10,48
48,11,48
48,12,12
48,13,48
48,14,48
48,15,15
48,16,16
48,17,17
48,18,18
48,19,48
48,20,20
48,21,21
48,22,22
48,23,48
48,24,24
48,25,25
48,26,26
48,27,48
48,28,28
48,29,48
48,30,30
48,31,31
48,32,48
48,33,33
48,34,34
48,35,48
48,36,48
48,37,37
48,38,38
48,39,48
48,40,48
48,41,41
48,42,42
48,43,48
48,44,48
48,45,48
48,46,48
48,47,48
48,49,49
48,50,48
48,51,51
48,52,48
48,53,53
48,54,54
48,55,55
48,56,48
48,57,48
48,58,58
48,59,59
48,60,48
48,61,61
48,62,62
48,63,63
48,64,64
48,65,65
48,66,48
48,67,48
48,68,48
48,69,48
48,70,48
48,71,48
48,72,72
48,73,73
48,74,74
48,75,75
48,76,76
48,77,77
48,78,78
48,79,79
48,80,80
48,81,81
48,82,82
48,83,83
48,84,84
48,85,85
48,86,86
48,87,87
48,88,88
48,89,89
48,90,90
48,91,91
48,92,92
48,93,93
48,94,94
48,95,95
48,96,96
48,97,97
48,98,98
48,99,99
48,100,100
48,101,101
48,102,48
48,103,48
48,104,104
48,105,105
48,106,48
48,107,48
48,108,108
48,109,109
48,110,110
48,111,111
48,112,112
48,113,113
48,114,48
48,115,115
48,116,48
48,117,117
48,118,118
48,119,119
48,120,120
48,121,121
48,122,122
48,123,123
48,124,124
48,125,125
48,126,126
48,127,48
48,128,128
48,129,48
48,130,130
48,131,131
48,132,48
48,133,133
48,134,134
48,135,135
48,136,136
48,137,137
48,138,138
48,139,139
48,140,140
48,141,141
48,142,142
48,143,143
48,144,144
48,145,145
48,146,146
48,147,48
48,148,148
48,149,149
48,150,150
48,151,151
49,1,49
49,2,49
49,3,49
49,4,4
49,5,5
49,6,6
49,7,49
49,8,49
49,9,9
49,10,49
49,11,49
49,12,12
49,13,49
49,14,49
49,15,49
49,16,16
49,17,17
49,18,18
49,19,49
49,20,49
49,21,21
49,22,22
49,23,49
49,24,49
49,25,49
49,26,26
49,27,49
49,28,28
49,29,49
49,30,49
49,31,31
49,32,49
49,33,49
49,34,34
49,35,49
49,36,49
49,37,37
49,38,38
49,39,49
49,40,49
49,41,41
49,42,42
49,43,49
49,44,49
49,45,49
49,46,49
49,47,49
49,48,49
49,50,49
49,51,49
49,52,49
49,53,49
49,54,49
49,55,55
49,56,49
49,57,49
49,58,58
49,59,59
49,60,49
49,61,49
49,62,62
49,63,49
49,64,49
49,65,65
49,66,49
49,67,49
49,68,49
49,69,49
49,70,49
49,71,49
49,72,72
49,73,73
49,74,74
49,75,75
49,76,76
49,77,77
49,78,78
49,79,49
49,80,80
49,81,81
49,82,82
49,83,83
49,84,84
49,85,85
49,86,49
49,87,87
49,88,49
49,89,89
49,90,49
49,91,91
49,92,92
49,93,93
49,94,94
49,95,95
49,96,49
49,97,97
49,98,49
49,99,99
49,100,49
49,101,101
49,102,49
49,103,49
49,104,49
49,105,49
49,106,49
49,107,49
49,108,49
49,109,49
49,110,110
49,111,111
49,112,112
49,113,113
49,114,49
49,115,115
49,116,49
49,117,49
49,118,49
49,119,119
49,120,49
49,121,121
49,122,122
49,123,123
49,124,124
49,125,125
49,126,126
49,127,49
49,128,128
49,129,49
49,130,130
49,131,131
49,132,49
49,133,49
49,134,134
49,135,135
49,136,136
49,137,49
49,138,138
49,139,139
49,140,140
49,141,141
49,142,142
49,143,143
49,144,144
49,145,145
49,146,146
49,147,49
49,148,49
49,149,149
49,150,150
49,151,151
50,1,1
50,2,2
50,3,3
50,4,50
50,5,50
50,6,6
50,7,7
50,8,8
50,9,9
50,10,10
50,11,11
50,12,12
50,13,50
50,14,50
50,15,15
50,16,16
50,17,17
50,18,18
50,19,50
50,20,20
50,21,21
50,22,22
50,23,50
50,24,50
50,25,50
50,26,50
50,27,27
50,28,28
50,29,50
50,30,50
50,31,50
50,32,50
50,33,50
50,34,50
50,35,35
50,36,36
50,37,50
50,38,50
50,39,39
50,40,40
50,41,41
50,42,42
50,43,43
50,44,44
50,45,45
50,46,46
50,47,47
50,48,48
50,49,49
50,51,51
50,52,52
50,53,53
50,54,54
50,55,55
50,56,56
50,57,57
50,58,50
50,59,59
50,60,60
50,61,61
50,62,62
50,63,63
50,64,64
50,65,65
50,66,66
50,67,67
50,68,68
50,69,69
50,70,70
50,71,71
50,72,72
50,73,73
50,74,50
50,75,50
50,76,50
50,77,50
50,78,50
50,79,79
50,80,80
50,81,50
50,82,50
50,83,83
50,84,84
50,85,85
50,86,86
50,87,87
50,88,50
50,89,50
50,90,90
50,91,91
50,92,50
50,93,50
50,94,50
50,95,50
50,96,96
50,97,97
50,98,98
50,99,99
50,100,50
50,101,50
50,102,102
50,103,103
50,104,104
50,105,105
50,106,106
50,107,107
50,108,108
50,109,50
50,110,50
50,111,50
50,112,50
50,113,113
50,114,114
50,115,115
50,116,116
50,117,117
50,118,118
50,119,119
50,120,120
50,121,121
50,122,122
50,123,123
50,124,124
50,125,50
50,126,50
50,127,127
50,128,128
50,129,129
50,130,130
50,131,131
50,132,132
50,133,133
50,134,134
50,135,50
50,136,50
50,137,137
50,138,138
50,139,139
50,140,140
50,141,141
50,142,142
50,143,143
50,144,144
50,145,145
50,146,146
50,147,147
50,148,148
50,149,149
50,150,150
50,151,151
51,1,1
51,2,2
51,3,3
51,4,51
51,5,51
51,6,6
51,7,7
51,8,8
51,9,9
51,10,51
51,11,51
51,12,12
51,13,51
51,14,51
51,15,51
51,16,16
51,17,17
51,18,18
51,19,51
51,20,51
51,21,21
51,22,22
51,23,51
51,24,51
51,25,51
51,26,51
51,27,51
51,28,28
51,29,51
51,30,51
51,31,51
51,32,51
51,33,51
51,34,51
51,35,51
51,36,36
51,37,51
51,38,51
51,39,51
51,40,40
51,41,41
51,42,42
51,43,43
51,44,44
51,45,45
51,46,46
51,47,47
51,48,51
51,49,49
51,50,51
51,52,51
51,53,53
51,54,54
51,55,55
51,56,51
51,57,57
51,58,51
51,59,51
51,60,60
51,61,61
51,62,62
51,63,51
51,64,51
51,65,65
51,66,51
51,67,51
51,68,68
51,69,69
51,70,70
51,71,71
51,72,51
51,73,73
51,74,51
51,75,51
51,76,51
51,77,51
51,78,51
51,79,79
51,80,80
51,81,51
51,82,51
51,83,83
51,84,84
51,85,85
51,86,86
51,87,87
51,88,51
51,89,51
51,90,90
51,91,91
51,92,51
51,93,51
51,94,51
51,95,51
51,96,51
51,97,97
51,98,98
51,99,99
51,100,51
51,101,51
51,102,102
51,103,103
51,104,51
51,105,105
51,106,106
51,107,107
51,108,51
51,109,51
51,110,51
51,111,51
51,112,51
51,113,113
51,114,114
51,115,115
51,116,116
51,117,117
51,118,118
51,119,119
51,120,120
51,121,121
51,122,122
51,123,123
51,124,124
51,125,51
51,126,51
51,127,127
51,128,128
51,129,51
51,130,130
51,131,131
51,132,51
51,133,51
51,134,134
51,135,51
51,136,51
51,137,51
51,138,51
51,139,139
51,140,51
51,141,141
51,142,142
51,143,143
51,144,144
51,145,145
51,146,146
51,147,51
51,148,51
51,149,149
51,150,150
51,151,151
52,1,1
52,2,2
52,3,3
52,4,4
52,5,5
52,6,6
52,7,7
52,8,8
52,9,9
52,10,52
52,11,52
52,12,12
52,13,52
52,14,52
52,15,15
52,16,52
52,17,17
52,18,18
52,19,52
52,20,20
52,21,52
52,22,22
52,23,52
52,24,24
52,25,25
52,26,26
52,27,27
52,28,28
52,29,52
52,30,30
52,31,31
52,32,52
