Did_Poke1_Win,Poke_1_HP,Poke_1_Attack,Poke_1_Defense,Poke_1_Sp_Attack,Poke_1_Sp_Defense,Poke_1_Speed,Poke_1_Type_1,Poke_1_Type_2,Poke_2_HP,Poke_2_Attack,Poke_2_Defense,Poke_2_Sp_Attack,Poke_2_Sp_Defense,Poke_2_Speed,Poke_1_Type_1,Poke_2_Type_2
1,50,60,95,120,70,70,electric,steel,52,90,55,58,62,60,normal,flying
1,25,35,70,95,55,45,electric,steel,100,100,100,100,100,100,psychic,noType
0,25,35,70,95,55,45,electric,steel,106,110,90,154,90,130,psychic,noType
1,25,35,70,95,55,45,electric,steel,91,134,95,100,100,80,dragon,flying
1,25,35,70,95,55,45,electric,steel,61,84,65,70,70,70,dragon,noType
1,25,35,70,95,55,45,electric,steel,41,64,45,50,50,50,dragon,noType
0,25,35,70,95,55,45,electric,steel,90,100,90,125,85,90,fire,flying
1,25,35,70,95,55,45,electric,steel,90,90,85,125,90,100,electric,flying
1,25,35,70,95,55,45,electric,steel,90,85,100,95,125,85,ice,flying
1,25,35,70,95,55,45,electric,steel,160,110,65,65,110,30,normal,noType
1,25,35,70,95,55,45,electric,steel,80,105,65,60,75,130,rock,flying
1,25,35,70,95,55,45,electric,steel,60,115,105,65,70,80,rock,water
1,25,35,70,95,55,45,electric,steel,30,80,90,55,45,55,rock,water
1,25,35,70,95,55,45,electric,steel,70,60,125,115,70,55,rock,water
1,25,35,70,95,55,45,electric,steel,35,40,100,90,55,35,rock,water
1,25,35,70,95,55,45,electric,steel,65,60,70,85,75,40,normal,noType
0,25,35,70,95,55,45,electric,steel,65,130,60,95,110,65,fire,noType
0,25,35,70,95,55,45,electric,steel,65,65,60,110,95,130,electric,noType
1,25,35,70,95,55,45,electric,steel,130,65,60,110,95,65,water,noType
1,25,35,70,95,55,45,electric,steel,55,55,50,45,65,55,normal,noType
1,25,35,70,95,55,45,electric,steel,48,48,48,48,48,48,normal,noType
1,25,35,70,95,55,45,electric,steel,130,85,80,85,95,60,water,ice
1,25,35,70,95,55,45,electric,steel,95,125,79,60,100,81,water,flying
1,25,35,70,95,55,45,electric,steel,20,10,55,15,20,80,water,noType
1,25,35,70,95,55,45,electric,steel,75,100,95,40,70,110,normal,noType
1,25,35,70,95,55,45,electric,steel,65,125,100,55,70,85,bug,noType
0,25,35,70,95,55,45,electric,steel,65,95,57,100,85,93,fire,noType
0,25,35,70,95,55,45,electric,steel,65,83,57,95,85,105,electric,noType
1,25,35,70,95,55,45,electric,steel,65,50,35,115,95,95,ice,psychic
1,25,35,70,95,55,45,electric,steel,70,110,80,55,80,105,bug,flying
1,25,35,70,95,55,45,electric,steel,40,45,65,100,120,90,psychic,fairy
1,25,35,70,95,55,45,electric,steel,60,75,85,100,85,115,water,psychic
1,25,35,70,95,55,45,electric,steel,30,45,55,70,55,85,water,noType
1,25,35,70,95,55,45,electric,steel,80,92,65,65,80,68,water,noType
1,25,35,70,95,55,45,electric,steel,45,67,60,35,50,63,water,noType
1,25,35,70,95,55,45,electric,steel,55,65,95,95,45,85,water,noType
1,25,35,70,95,55,45,electric,steel,30,40,70,70,25,60,water,noType
1,25,35,70,95,55,45,electric,steel,105,95,80,40,80,90,normal,noType
1,25,35,70,95,55,45,electric,steel,65,55,115,100,40,60,grass,noType
1,25,35,70,95,55,45,electric,steel,250,5,5,35,105,50,normal,noType
0,25,35,70,95,55,45,electric,steel,105,130,120,45,45,40,ground,rock
0,25,35,70,95,55,45,electric,steel,80,85,95,30,30,25,ground,rock
1,25,35,70,95,55,45,electric,steel,65,90,120,85,70,60,poison,noType
1,25,35,70,95,55,45,electric,steel,40,65,95,60,45,35,poison,noType
1,25,35,70,95,55,45,electric,steel,90,55,75,60,75,30,normal,noType
0,25,35,70,95,55,45,electric,steel,50,105,79,35,110,76,fighting,noType
0,25,35,70,95,55,45,electric,steel,50,120,53,35,110,87,fighting,noType
0,25,35,70,95,55,45,electric,steel,60,80,110,50,80,45,ground,noType
0,25,35,70,95,55,45,electric,steel,50,50,95,40,50,35,ground,noType
1,25,35,70,95,55,45,electric,steel,95,95,85,125,75,55,grass,psychic
1,25,35,70,95,55,45,electric,steel,60,40,80,60,45,40,grass,psychic
0,25,35,70,95,55,45,electric,steel,60,50,70,80,80,150,electric,noType
0,25,35,70,95,55,45,electric,steel,40,30,50,55,55,100,electric,noType
1,25,35,70,95,55,45,electric,steel,55,130,115,50,50,75,water,noType
1,25,35,70,95,55,45,electric,steel,30,105,90,25,25,50,water,noType
1,25,35,70,95,55,45,electric,steel,85,73,70,73,115,67,psychic,noType
1,25,35,70,95,55,45,electric,steel,60,48,45,43,90,42,psychic,noType
0,25,35,70,95,55,45,electric,steel,35,45,160,30,45,70,rock,ground
0,25,35,70,95,55,45,electric,steel,60,65,60,130,75,110,ghost,poison
0,25,35,70,95,55,45,electric,steel,45,50,45,115,55,95,ghost,poison
1,25,35,70,95,55,45,electric,steel,30,35,30,100,35,80,ghost,poison
1,25,35,70,95,55,45,electric,steel,50,95,180,85,45,70,water,ice
1,25,35,70,95,55,45,electric,steel,30,65,100,45,25,40,water,noType
1,25,35,70,95,55,45,electric,steel,105,105,75,65,100,50,poison,noType
1,25,35,70,95,55,45,electric,steel,80,80,50,40,50,25,poison,noType
1,25,35,70,95,55,45,electric,steel,90,70,80,70,95,70,water,ice
1,25,35,70,95,55,45,electric,steel,65,45,55,45,70,45,water,noType
1,25,35,70,95,55,45,electric,steel,60,110,70,60,60,110,normal,flying
1,25,35,70,95,55,45,electric,steel,35,85,45,35,35,75,normal,flying
1,25,35,70,95,55,45,electric,steel,52,90,55,58,62,60,normal,flying
0,25,35,70,95,55,45,electric,steel,50,60,95,120,70,70,electric,steel
1,95,75,110,100,80,30,water,psychic,100,100,100,100,100,100,psychic,noType
1,95,75,110,100,80,30,water,psychic,106,110,90,154,90,130,psychic,noType
0,95,75,110,100,80,30,water,psychic,91,134,95,100,100,80,dragon,flying
1,95,75,110,100,80,30,water,psychic,61,84,65,70,70,70,dragon,noType
1,95,75,110,100,80,30,water,psychic,41,64,45,50,50,50,dragon,noType
1,95,75,110,100,80,30,water,psychic,90,100,90,125,85,90,fire,flying
0,95,75,110,100,80,30,water,psychic,90,90,85,125,90,100,electric,flying
0,95,75,110,100,80,30,water,psychic,90,85,100,95,125,85,ice,flying
0,95,75,110,100,80,30,water,psychic,160,110,65,65,110,30,normal,noType
1,95,75,110,100,80,30,water,psychic,80,105,65,60,75,130,rock,flying
0,95,75,110,100,80,30,water,psychic,60,115,105,65,70,80,rock,water
1,95,75,110,100,80,30,water,psychic,30,80,90,55,45,55,rock,water
0,95,75,110,100,80,30,water,psychic,70,60,125,115,70,55,rock,water
1,95,75,110,100,80,30,water,psychic,35,40,100,90,55,35,rock,water
1,95,75,110,100,80,30,water,psychic,65,60,70,85,75,40,normal,noType
1,95,75,110,100,80,30,water,psychic,65,130,60,95,110,65,fire,noType
0,95,75,110,100,80,30,water,psychic,65,65,60,110,95,130,electric,noType
1,95,75,110,100,80,30,water,psychic,130,65,60,110,95,65,water,noType
1,95,75,110,100,80,30,water,psychic,55,55,50,45,65,55,normal,noType
1,95,75,110,100,80,30,water,psychic,48,48,48,48,48,48,normal,noType
1,95,75,110,100,80,30,water,psychic,130,85,80,85,95,60,water,ice
0,95,75,110,100,80,30,water,psychic,95,125,79,60,100,81,water,flying
1,95,75,110,100,80,30,water,psychic,20,10,55,15,20,80,water,noType
0,95,75,110,100,80,30,water,psychic,75,100,95,40,70,110,normal,noType
0,95,75,110,100,80,30,water,psychic,65,125,100,55,70,85,bug,noType
1,95,75,110,100,80,30,water,psychic,65,95,57,100,85,93,fire,noType
0,95,75,110,100,80,30,water,psychic,65,83,57,95,85,105,electric,noType
1,95,75,110,100,80,30,water,psychic,65,50,35,115,95,95,ice,psychic
0,95,75,110,100,80,30,water,psychic,70,110,80,55,80,105,bug,flying
1,95,75,110,100,80,30,water,psychic,40,45,65,100,120,90,psychic,fairy
0,95,75,110,100,80,30,water,psychic,60,75,85,100,85,115,water,psychic
1,95,75,110,100,80,30,water,psychic,30,45,55,70,55,85,water,noType
1,95,75,110,100,80,30,water,psychic,80,92,65,65,80,68,water,noType
1,95,75,110,100,80,30,water,psychic,45,67,60,35,50,63,water,noType
1,95,75,110,100,80,30,water,psychic,55,65,95,95,45,85,water,noType
1,95,75,110,100,80,30,water,psychic,30,40,70,70,25,60,water,noType
0,95,75,110,100,80,30,water,psychic,105,95,80,40,80,90,normal,noType
0,95,75,110,100,80,30,water,psychic,65,55,115,100,40,60,grass,noType
1,95,75,110,100,80,30,water,psychic,250,5,5,35,105,50,normal,noType
1,95,75,110,100,80,30,water,psychic,105,130,120,45,45,40,ground,rock
1,95,75,110,100,80,30,water,psychic,80,85,95,30,30,25,ground,rock
1,95,75,110,100,80,30,water,psychic,65,90,120,85,70,60,poison,noType
1,95,75,110,100,80,30,water,psychic,40,65,95,60,45,35,poison,noType
1,95,75,110,100,80,30,water,psychic,90,55,75,60,75,30,normal,noType
1,95,75,110,100,80,30,water,psychic,50,105,79,35,110,76,fighting,noType
1,95,75,110,100,80,30,water,psychic,50,120,53,35,110,87,fighting,noType
1,95,75,110,100,80,30,water,psychic,60,80,110,50,80,45,ground,noType
1,95,75,110,100,80,30,water,psychic,50,50,95,40,50,35,ground,noType
0,95,75,110,100,80,30,water,psychic,95,95,85,125,75,55,grass,psychic
0,95,75,110,100,80,30,water,psychic,60,40,80,60,45,40,grass,psychic
0,95,75,110,100,80,30,water,psychic,60,50,70,80,80,150,electric,noType
0,95,75,110,100,80,30,water,psychic,40,30,50,55,55,100,electric,noType
1,95,75,110,100,80,30,water,psychic,55,130,115,50,50,75,water,noType
1,95,75,110,100,80,30,water,psychic,30,105,90,25,25,50,water,noType
1,95,75,110,100,80,30,water,psychic,85,73,70,73,115,67,psychic,noType
1,95,75,110,100,80,30,water,psychic,60,48,45,43,90,42,psychic,noType
1,95,75,110,100,80,30,water,psychic,35,45,160,30,45,70,rock,ground
0,95,75,110,100,80,30,water,psychic,60,65,60,130,75,110,ghost,poison
1,95,75,110,100,80,30,water,psychic,45,50,45,115,55,95,ghost,poison
1,95,75,110,100,80,30,water,psychic,30,35,30,100,35,80,ghost,poison
1,95,75,110,100,80,30,water,psychic,50,95,180,85,45,70,water,ice
1,95,75,110,100,80,30,water,psychic,30,65,100,45,25,40,water,noType
1,95,75,110,100,80,30,water,psychic,105,105,75,65,100,50,poison,noType
1,95,75,110,100,80,30,water,psychic,80,80,50,40,50,25,poison,noType
1,95,75,110,100,80,30,water,psychic,90,70,80,70,95,70,water,ice
1,95,75,110,100,80,30,water,psychic,65,45,55,45,70,45,water,noType
1,95,75,110,100,80,30,water,psychic,60,110,70,60,60,110,normal,flying
1,95,75,110,100,80,30,water,psychic,35,85,45,35,35,75,normal,flying
1,95,75,110,100,80,30,water,psychic,52,90,55,58,62,60,normal,flying
0,95,75,110,100,80,30,water,psychic,50,60,95,120,70,70,electric,steel
0,95,75,110,100,80,30,water,psychic,25,35,70,95,55,45,electric,steel
1,90,65,65,40,40,15,water,psychic,100,100,100,100,100,100,psychic,noType
0,90,65,65,40,40,15,water,psychic,106,110,90,154,90,130,psychic,noType
0,90,65,65,40,40,15,water,psychic,91,134,95,100,100,80,dragon,flying
0,90,65,65,40,40,15,water,psychic,61,84,65,70,70,70,dragon,noType
1,90,65,65,40,40,15,water,psychic,41,64,45,50,50,50,dragon,noType
1,90,65,65,40,40,15,water,psychic,90,100,90,125,85,90,fire,flying
0,90,65,65,40,40,15,water,psychic,90,90,85,125,90,100,electric,flying
0,90,65,65,40,40,15,water,psychic,90,85,100,95,125,85,ice,flying
0,90,65,65,40,40,15,water,psychic,160,110,65,65,110,30,normal,noType
1,90,65,65,40,40,15,water,psychic,80,105,65,60,75,130,rock,flying
0,90,65,65,40,40,15,water,psychic,60,115,105,65,70,80,rock,water
0,90,65,65,40,40,15,water,psychic,30,80,90,55,45,55,rock,water
0,90,65,65,40,40,15,water,psychic,70,60,125,115,70,55,rock,water
0,90,65,65,40,40,15,water,psychic,35,40,100,90,55,35,rock,water
0,90,65,65,40,40,15,water,psychic,65,60,70,85,75,40,normal,noType
1,90,65,65,40,40,15,water,psychic,65,130,60,95,110,65,fire,noType
0,90,65,65,40,40,15,water,psychic,65,65,60,110,95,130,electric,noType
1,90,65,65,40,40,15,water,psychic,130,65,60,110,95,65,water,noType
0,90,65,65,40,40,15,water,psychic,55,55,50,45,65,55,normal,noType
1,90,65,65,40,40,15,water,psychic,48,48,48,48,48,48,normal,noType
1,90,65,65,40,40,15,water,psychic,130,85,80,85,95,60,water,ice
0,90,65,65,40,40,15,water,psychic,95,125,79,60,100,81,water,flying
1,90,65,65,40,40,15,water,psychic,20,10,55,15,20,80,water,noType
0,90,65,65,40,40,15,water,psychic,75,100,95,40,70,110,normal,noType
0,90,65,65,40,40,15,water,psychic,65,125,100,55,70,85,bug,noType
1,90,65,65,40,40,15,water,psychic,65,95,57,100,85,93,fire,noType
0,90,65,65,40,40,15,water,psychic,65,83,57,95,85,105,electric,noType
1,90,65,65,40,40,15,water,psychic,65,50,35,115,95,95,ice,psychic
0,90,65,65,40,40,15,water,psychic,70,110,80,55,80,105,bug,flying
0,90,65,65,40,40,15,water,psychic,40,45,65,100,120,90,psychic,fairy
0,90,65,65,40,40,15,water,psychic,60,75,85,100,85,115,water,psychic
1,90,65,65,40,40,15,water,psychic,30,45,55,70,55,85,water,noType
1,90,65,65,40,40,15,water,psychic,80,92,65,65,80,68,water,noType
1,90,65,65,40,40,15,water,psychic,45,67,60,35,50,63,water,noType
1,90,65,65,40,40,15,water,psychic,55,65,95,95,45,85,water,noType
1,90,65,65,40,40,15,water,psychic,30,40,70,70,25,60,water,noType
0,90,65,65,40,40,15,water,psychic,105,95,80,40,80,90,normal,noType
0,90,65,65,40,40,15,water,psychic,65,55,115,100,40,60,grass,noType
0,90,65,65,40,40,15,water,psychic,250,5,5,35,105,50,normal,noType
1,90,65,65,40,40,15,water,psychic,105,130,120,45,45,40,ground,rock
1,90,65,65,40,40,15,water,psychic,80,85,95,30,30,25,ground,rock
1,90,65,65,40,40,15,water,psychic,65,90,120,85,70,60,poison,noType
1,90,65,65,40,40,15,water,psychic,40,65,95,60,45,35,poison,noType
0,90,65,65,40,40,15,water,psychic,90,55,75,60,75,30,normal,noType
1,90,65,65,40,40,15,water,psychic,50,105,79,35,110,76,fighting,noType
1,90,65,65,40,40,15,water,psychic,50,120,53,35,110,87,fighting,noType
1,90,65,65,40,40,15,water,psychic,60,80,110,50,80,45,ground,noType
1,90,65,65,40,40,15,water,psychic,50,50,95,40,50,35,ground,noType
0,90,65,65,40,40,15,water,psychic,95,95,85,125,75,55,grass,psychic
0,90,65,65,40,40,15,water,psychic,60,40,80,60,45,40,grass,psychic
0,90,65,65,40,40,15,water,psychic,60,50,70,80,80,150,electric,noType
0,90,65,65,40,40,15,water,psychic,40,30,50,55,55,100,electric,noType
1,90,65,65,40,40,15,water,psychic,55,130,115,50,50,75,water,noType
1,90,65,65,40,40,15,water,psychic,30,105,90,25,25,50,water,noType
1,90,65,65,40,40,15,water,psychic,85,73,70,73,115,67,psychic,noType
1,90,65,65,40,40,15,water,psychic,60,48,45,43,90,42,psychic,noType
1,90,65,65,40,40,15,water,psychic,35,45,160,30,45,70,rock,ground
0,90,65,65,40,40,15,water,psychic,60,65,60,130,75,110,ghost,poison
0,90,65,65,40,40,15,water,psychic,45,50,45,115,55,95,ghost,poison
1,90,65,65,40,40,15,water,psychic,30,35,30,100,35,80,ghost,poison
1,90,65,65,40,40,15,water,psychic,50,95,180,85,45,70,water,ice
1,90,65,65,40,40,15,water,psychic,30,65,100,45,25,40,water,noType
1,90,65,65,40,40,15,water,psychic,105,105,75,65,100,50,poison,noType
1,90,65,65,40,40,15,water,psychic,80,80,50,40,50,25,poison,noType
1,90,65,65,40,40,15,water,psychic,90,70,80,70,95,70,water,ice
1,90,65,65,40,40,15,water,psychic,65,45,55,45,70,45,water,noType
0,90,65,65,40,40,15,water,psychic,60,110,70,60,60,110,normal,flying
1,90,65,65,40,40,15,water,psychic,35,85,45,35,35,75,normal,flying
0,90,65,65,40,40,15,water,psychic,52,90,55,58,62,60,normal,flying
0,90,65,65,40,40,15,water,psychic,50,60,95,120,70,70,electric,steel
0,90,65,65,40,40,15,water,psychic,25,35,70,95,55,45,electric,steel
0,90,65,65,40,40,15,water,psychic,95,75,110,100,80,30,water,psychic
0,65,100,70,80,80,105,fire,noType,100,100,100,100,100,100,psychic,noType
0,65,100,70,80,80,105,fire,noType,106,110,90,154,90,130,psychic,noType
0,65,100,70,80,80,105,fire,noType,91,134,95,100,100,80,dragon,flying
0,65,100,70,80,80,105,fire,noType,61,84,65,70,70,70,dragon,noType
0,65,100,70,80,80,105,fire,noType,41,64,45,50,50,50,dragon,noType
0,65,100,70,80,80,105,fire,noType,90,100,90,125,85,90,fire,flying
0,65,100,70,80,80,105,fire,noType,90,90,85,125,90,100,electric,flying
1,65,100,70,80,80,105,fire,noType,90,85,100,95,125,85,ice,flying
0,65,100,70,80,80,105,fire,noType,160,110,65,65,110,30,normal,noType
0,65,100,70,80,80,105,fire,noType,80,105,65,60,75,130,rock,flying
0,65,100,70,80,80,105,fire,noType,60,115,105,65,70,80,rock,water
0,65,100,70,80,80,105,fire,noType,30,80,90,55,45,55,rock,water
0,65,100,70,80,80,105,fire,noType,70,60,125,115,70,55,rock,water
0,65,100,70,80,80,105,fire,noType,35,40,100,90,55,35,rock,water
1,65,100,70,80,80,105,fire,noType,65,60,70,85,75,40,normal,noType
0,65,100,70,80,80,105,fire,noType,65,130,60,95,110,65,fire,noType
0,65,100,70,80,80,105,fire,noType,65,65,60,110,95,130,electric,noType
0,65,100,70,80,80,105,fire,noType,130,65,60,110,95,65,water,noType
1,65,100,70,80,80,105,fire,noType,55,55,50,45,65,55,normal,noType
1,65,100,70,80,80,105,fire,noType,48,48,48,48,48,48,normal,noType
0,65,100,70,80,80,105,fire,noType,130,85,80,85,95,60,water,ice
0,65,100,70,80,80,105,fire,noType,95,125,79,60,100,81,water,flying
0,65,100,70,80,80,105,fire,noType,20,10,55,15,20,80,water,noType
1,65,100,70,80,80,105,fire,noType,75,100,95,40,70,110,normal,noType
1,65,100,70,80,80,105,fire,noType,65,125,100,55,70,85,bug,noType
1,65,100,70,80,80,105,fire,noType,65,95,57,100,85,93,fire,noType
1,65,100,70,80,80,105,fire,noType,65,83,57,95,85,105,electric,noType
1,65,100,70,80,80,105,fire,noType,65,50,35,115,95,95,ice,psychic
1,65,100,70,80,80,105,fire,noType,70,110,80,55,80,105,bug,flying
1,65,100,70,80,80,105,fire,noType,40,45,65,100,120,90,psychic,fairy
0,65,100,70,80,80,105,fire,noType,60,75,85,100,85,115,water,psychic
0,65,100,70,80,80,105,fire,noType,30,45,55,70,55,85,water,noType
0,65,100,70,80,80,105,fire,noType,80,92,65,65,80,68,water,noType
0,65,100,70,80,80,105,fire,noType,45,67,60,35,50,63,water,noType
0,65,100,70,80,80,105,fire,noType,55,65,95,95,45,85,water,noType
0,65,100,70,80,80,105,fire,noType,30,40,70,70,25,60,water,noType
1,65,100,70,80,80,105,fire,noType,105,95,80,40,80,90,normal,noType
1,65,100,70,80,80,105,fire,noType,65,55,115,100,40,60,grass,noType
1,65,100,70,80,80,105,fire,noType,250,5,5,35,105,50,normal,noType
0,65,100,70,80,80,105,fire,noType,105,130,120,45,45,40,ground,rock
0,65,100,70,80,80,105,fire,noType,80,85,95,30,30,25,ground,rock
1,65,100,70,80,80,105,fire,noType,65,90,120,85,70,60,poison,noType
1,65,100,70,80,80,105,fire,noType,40,65,95,60,45,35,poison,noType
1,65,100,70,80,80,105,fire,noType,90,55,75,60,75,30,normal,noType
1,65,100,70,80,80,105,fire,noType,50,105,79,35,110,76,fighting,noType
1,65,100,70,80,80,105,fire,noType,50,120,53,35,110,87,fighting,noType
0,65,100,70,80,80,105,fire,noType,60,80,110,50,80,45,ground,noType
0,65,100,70,80,80,105,fire,noType,50,50,95,40,50,35,ground,noType
1,65,100,70,80,80,105,fire,noType,95,95,85,125,75,55,grass,psychic
1,65,100,70,80,80,105,fire,noType,60,40,80,60,45,40,grass,psychic
1,65,100,70,80,80,105,fire,noType,60,50,70,80,80,150,electric,noType
1,65,100,70,80,80,105,fire,noType,40,30,50,55,55,100,electric,noType
0,65,100,70,80,80,105,fire,noType,55,130,115,50,50,75,water,noType
0,65,100,70,80,80,105,fire,noType,30,105,90,25,25,50,water,noType
1,65,100,70,80,80,105,fire,noType,85,73,70,73,115,67,psychic,noType
1,65,100,70,80,80,105,fire,noType,60,48,45,43,90,42,psychic,noType
0,65,100,70,80,80,105,fire,noType,35,45,160,30,45,70,rock,ground
0,65,100,70,80,80,105,fire,noType,60,65,60,130,75,110,ghost,poison
1,65,100,70,80,80,105,fire,noType,45,50,45,115,55,95,ghost,poison
1,65,100,70,80,80,105,fire,noType,30,35,30,100,35,80,ghost,poison
0,65,100,70,80,80,105,fire,noType,50,95,180,85,45,70,water,ice
0,65,100,70,80,80,105,fire,noType,30,65,100,45,25,40,water,noType
0,65,100,70,80,80,105,fire,noType,105,105,75,65,100,50,poison,noType
1,65,100,70,80,80,105,fire,noType,80,80,50,40,50,25,poison,noType
0,65,100,70,80,80,105,fire,noType,90,70,80,70,95,70,water,ice
0,65,100,70,80,80,105,fire,noType,65,45,55,45,70,45,water,noType
1,65,100,70,80,80,105,fire,noType,60,110,70,60,60,110,normal,flying
1,65,100,70,80,80,105,fire,noType,35,85,45,35,35,75,normal,flying
1,65,100,70,80,80,105,fire,noType,52,90,55,58,62,60,normal,flying
1,65,100,70,80,80,105,fire,noType,50,60,95,120,70,70,electric,steel
1,65,100,70,80,80,105,fire,noType,25,35,70,95,55,45,electric,steel
0,65,100,70,80,80,105,fire,noType,95,75,110,100,80,30,water,psychic
0,65,100,70,80,80,105,fire,noType,90,65,65,40,40,15,water,psychic
0,50,85,55,65,65,90,fire,noType,100,100,100,100,100,100,psychic,noType
0,50,85,55,65,65,90,fire,noType,106,110,90,154,90,130,psychic,noType
0,50,85,55,65,65,90,fire,noType,91,134,95,100,100,80,dragon,flying
0,50,85,55,65,65,90,fire,noType,61,84,65,70,70,70,dragon,noType
0,50,85,55,65,65,90,fire,noType,41,64,45,50,50,50,dragon,noType
0,50,85,55,65,65,90,fire,noType,90,100,90,125,85,90,fire,flying
0,50,85,55,65,65,90,fire,noType,90,90,85,125,90,100,electric,flying
1,50,85,55,65,65,90,fire,noType,90,85,100,95,125,85,ice,flying
0,50,85,55,65,65,90,fire,noType,160,110,65,65,110,30,normal,noType
0,50,85,55,65,65,90,fire,noType,80,105,65,60,75,130,rock,flying
0,50,85,55,65,65,90,fire,noType,60,115,105,65,70,80,rock,water
0,50,85,55,65,65,90,fire,noType,30,80,90,55,45,55,rock,water
0,50,85,55,65,65,90,fire,noType,70,60,125,115,70,55,rock,water
0,50,85,55,65,65,90,fire,noType,35,40,100,90,55,35,rock,water
1,50,85,55,65,65,90,fire,noType,65,60,70,85,75,40,normal,noType
0,50,85,55,65,65,90,fire,noType,65,130,60,95,110,65,fire,noType
0,50,85,55,65,65,90,fire,noType,65,65,60,110,95,130,electric,noType
0,50,85,55,65,65,90,fire,noType,130,65,60,110,95,65,water,noType
1,50,85,55,65,65,90,fire,noType,55,55,50,45,65,55,normal,noType
1,50,85,55,65,65,90,fire,noType,48,48,48,48,48,48,normal,noType
0,50,85,55,65,65,90,fire,noType,130,85,80,85,95,60,water,ice
0,50,85,55,65,65,90,fire,noType,95,125,79,60,100,81,water,flying
0,50,85,55,65,65,90,fire,noType,20,10,55,15,20,80,water,noType
0,50,85,55,65,65,90,fire,noType,75,100,95,40,70,110,normal,noType
1,50,85,55,65,65,90,fire,noType,65,125,100,55,70,85,bug,noType
0,50,85,55,65,65,90,fire,noType,65,95,57,100,85,93,fire,noType
0,50,85,55,65,65,90,fire,noType,65,83,57,95,85,105,electric,noType
1,50,85,55,65,65,90,fire,noType,65,50,35,115,95,95,ice,psychic
1,50,85,55,65,65,90,fire,noType,70,110,80,55,80,105,bug,flying
0,50,85,55,65,65,90,fire,noType,40,45,65,100,120,90,psychic,fairy
0,50,85,55,65,65,90,fire,noType,60,75,85,100,85,115,water,psychic
0,50,85,55,65,65,90,fire,noType,30,45,55,70,55,85,water,noType
0,50,85,55,65,65,90,fire,noType,80,92,65,65,80,68,water,noType
0,50,85,55,65,65,90,fire,noType,45,67,60,35,50,63,water,noType
0,50,85,55,65,65,90,fire,noType,55,65,95,95,45,85,water,noType
0,50,85,55,65,65,90,fire,noType,30,40,70,70,25,60,water,noType
0,50,85,55,65,65,90,fire,noType,105,95,80,40,80,90,normal,noType
1,50,85,55,65,65,90,fire,noType,65,55,115,100,40,60,grass,noType
0,50,85,55,65,65,90,fire,noType,250,5,5,35,105,50,normal,noType
0,50,85,55,65,65,90,fire,noType,105,130,120,45,45,40,ground,rock
0,50,85,55,65,65,90,fire,noType,80,85,95,30,30,25,ground,rock
0,50,85,55,65,65,90,fire,noType,65,90,120,85,70,60,poison,noType
1,50,85,55,65,65,90,fire,noType,40,65,95,60,45,35,poison,noType
1,50,85,55,65,65,90,fire,noType,90,55,75,60,75,30,normal,noType
0,50,85,55,65,65,90,fire,noType,50,105,79,35,110,76,fighting,noType
0,50,85,55,65,65,90,fire,noType,50,120,53,35,110,87,fighting,noType
0,50,85,55,65,65,90,fire,noType,60,80,110,50,80,45,ground,noType
0,50,85,55,65,65,90,fire,noType,50,50,95,40,50,35,ground,noType
1,50,85,55,65,65,90,fire,noType,95,95,85,125,75,55,grass,psychic
1,50,85,55,65,65,90,fire,noType,60,40,80,60,45,40,grass,psychic
0,50,85,55,65,65,90,fire,noType,60,50,70,80,80,150,electric,noType
1,50,85,55,65,65,90,fire,noType,40,30,50,55,55,100,electric,noType
0,50,85,55,65,65,90,fire,noType,55,130,115,50,50,75,water,noType
0,50,85,55,65,65,90,fire,noType,30,105,90,25,25,50,water,noType
0,50,85,55,65,65,90,fire,noType,85,73,70,73,115,67,psychic,noType
1,50,85,55,65,65,90,fire,noType,60,48,45,43,90,42,psychic,noType
0,50,85,55,65,65,90,fire,noType,35,45,160,30,45,70,rock,ground
0,50,85,55,65,65,90,fire,noType,60,65,60,130,75,110,ghost,poison
1,50,85,55,65,65,90,fire,noType,45,50,45,115,55,95,ghost,poison
1,50,85,55,65,65,90,fire,noType,30,35,30,100,35,80,ghost,poison
0,50,85,55,65,65,90,fire,noType,50,95,180,85,45,70,water,ice
0,50,85,55,65,65,90,fire,noType,30,65,100,45,25,40,water,noType
0,50,85,55,65,65,90,fire,noType,105,105,75,65,100,50,poison,noType
1,50,85,55,65,65,90,fire,noType,80,80,50,40,50,25,poison,noType
0,50,85,55,65,65,90,fire,noType,90,70,80,70,95,70,water,ice
0,50,85,55,65,65,90,fire,noType,65,45,55,45,70,45,water,noType
0,50,85,55,65,65,90,fire,noType,60,110,70,60,60,110,normal,flying
1,50,85,55,65,65,90,fire,noType,35,85,45,35,35,75,normal,flying
1,50,85,55,65,65,90,fire,noType,52,90,55,58,62,60,normal,flying
1,50,85,55,65,65,90,fire,noType,50,60,95,120,70,70,electric,steel
1,50,85,55,65,65,90,fire,noType,25,35,70,95,55,45,electric,steel
0,50,85,55,65,65,90,fire,noType,95,75,110,100,80,30,water,psychic
0,50,85,55,65,65,90,fire,noType,90,65,65,40,40,15,water,psychic
0,50,85,55,65,65,90,fire,noType,65,100,70,80,80,105,fire,noType
0,80,120,130,55,65,45,rock,ground,100,100,100,100,100,100,psychic,noType
0,80,120,130,55,65,45,rock,ground,106,110,90,154,90,130,psychic,noType
